game_id,season,game_date,home_team_id,away_team_id,home_team_name,away_team_name,home_team_abbr,away_team_abbr,day_of_week,month,is_weekend,is_holiday_period,rivalry_flag,nationally_televised_flag,home_team_win_pct_entering_game,away_team_win_pct_entering_game,home_team_recent_form,away_team_recent_form,home_score,away_score,home_win_flag,actual_attendance,attendance_tier,temperature_f,precipitation_flag,snow_flag,severe_weather_flag,weather_condition,promotion_flag,promotion_type,expected_promotion_lift_pct,promotion_cost,sponsor_value_estimate,sponsor_category,total_net_ticket_revenue,total_concession_revenue,total_merchandise_revenue,away_team_popularity,home_team_popularity,arena_capacity_feat,dow_ordinal,total_game_day_revenue,rolling_att_3,rolling_att_5,rolling_rev_3,rolling_rev_5,planned_avg_base_price
568,2019,2019-10-16,14,12,Los Angeles Stars,Indianapolis Racers,LAS,IND,Wednesday,10,0,0,0,1,0.5395,0.4468,0.4,0.6,127,128,0,18012,High,39.1,0,0,0,Clear,1,Student Discount,4.0,3619.95,39234.45,Auto,2298485.89,1142037.31,477551.91,0.65,0.97,19060,2,3918075.1100000003,17401.719024390244,17401.719024390244,3847971.252063415,3847971.252063415,206.38253333333336
884,2019,2019-10-16,22,12,Orlando Rays,Indianapolis Racers,ORL,IND,Wednesday,10,0,0,0,0,0.23,0.4468,0.6,0.6,115,97,1,15452,Medium,43.5,0,0,0,Clear,0,None,0.0,0.0,0.0,,1962431.8399999999,972943.75,397199.44,0.65,0.57,18846,2,3332575.03,17401.719024390244,17401.719024390244,3847971.252063415,3847971.252063415,181.27186666666665
1042,2019,2019-10-16,26,13,Sacramento Capitals,Los Angeles Blaze,SAC,LAB,Wednesday,10,0,0,0,0,0.3553,0.4439,0.6,0.2,96,95,1,15507,High,66.3,1,0,0,Rain,0,None,0.0,0.0,0.0,,2044450.01,1004914.83,416222.23,0.73,0.63,17608,2,3465587.07,17401.719024390244,17401.719024390244,3847971.252063415,3847971.252063415,182.49346666666668
726,2019,2019-10-16,18,19,Minneapolis Northstars,New Orleans Crescents,MIN,NOR,Wednesday,10,0,0,0,0,0.2567,0.3828,0.4,0.2,116,121,0,13912,Low,65.1,1,0,1,Severe Storm,1,Corporate Partner Night,2.93,4388.27,23585.89,Financial,1688399.01,900425.5,353363.48,0.59,0.6,18978,2,2942187.9899999998,17401.719024390244,17401.719024390244,3847971.252063415,3847971.252063415,181.88266666666667
410,2019,2019-10-16,10,14,San Francisco Waves,Los Angeles Stars,GSF,LAS,Wednesday,10,0,0,1,1,0.5413,0.5395,0.6,0.8,95,77,1,18064,Sellout,55.8,0,0,0,Clear,1,Corporate Partner Night,3.97,4518.3,19519.72,Healthcare,2239344.52,1204364.0,566670.64,0.97,0.95,18064,2,4010379.16,17401.719024390244,17401.719024390244,3847971.252063415,3847971.252063415,231.4253333333333
1200,2019,2019-10-16,30,6,Washington Republic,Cleveland Comets,WAS,CLE,Wednesday,10,0,0,0,0,0.3273,0.4111,0.4,0.4,105,107,0,15566,Medium,59.9,0,0,0,Clear,0,None,0.0,0.0,0.0,,1951147.55,992158.0700000001,409686.26,0.74,0.66,20356,2,3352991.88,17401.719024390244,17401.719024390244,3847971.252063415,3847971.252063415,183.10426666666663
977,2019,2019-10-17,24,7,Phoenix Firebirds,Dallas Wranglers,PHX,DAL,Thursday,10,0,0,0,0,0.5354,0.3923,0.6,0.6,108,97,1,15321,High,53.0,0,0,0,Clear,0,None,0.0,0.0,0.0,,1928161.1800000002,1011650.22,398353.62,0.76,0.86,17125,3,3338165.0200000005,15938.0,15938.0,3491444.7199999997,3491444.7199999997,187.17626666666666
187,2019,2019-10-17,5,29,Chicago Cyclones,Salt Lake Summit,CHI,SLC,Thursday,10,0,0,0,1,0.4117,0.289,0.4,0.4,116,133,0,18333,Medium,52.9,0,0,0,Clear,1,Community Night,4.41,8632.2,62961.5,Financial,2334970.6799999997,1184861.24,489684.86,0.68,0.83,20917,3,4009516.78,17401.719024390244,17401.719024390244,3847971.252063415,3847971.252063415,203.53213333333332
29,2019,2019-10-17,1,25,Atlanta Flyers,Portland Pines,ATL,POR,Thursday,10,0,0,0,0,0.4577,0.4416,0.4,0.5,101,97,1,16234,Medium,30.5,0,0,0,Clear,1,Student Discount,3.17,3296.26,71755.99,Tech,2023300.54,1030698.7,418489.25,0.7,0.72,19621,3,3472488.49,17097.0,17097.0,3684800.45,3684800.45,184.32586666666666
503,2019,2019-10-17,13,24,Los Angeles Blaze,Phoenix Firebirds,LAB,PHX,Thursday,10,0,0,0,0,0.4439,0.5354,0.6,0.6,108,109,0,15969,Medium,32.3,0,0,0,Clear,0,None,0.0,0.0,0.0,,2064128.44,981917.72,411974.92,0.86,0.73,19060,3,3458021.08,17401.719024390244,17401.719024390244,3847971.252063415,3847971.252063415,184.52946666666665
345,2019,2019-10-17,9,23,Detroit Motors,Philadelphia Founders,DET,PHI,Thursday,10,0,0,0,1,0.2436,0.5327,0.6,0.6,113,112,1,17528,Medium,65.0,0,0,0,Clear,1,Community Night,5.05,9902.0,8332.94,Auto,2233765.91,1109640.46,458500.51,0.81,0.58,20491,3,3801906.88,17401.719024390244,17401.719024390244,3847971.252063415,3847971.252063415,198.44213333333332
819,2019,2019-10-17,20,7,New York Empire,Dallas Wranglers,NYE,DAL,Thursday,10,0,0,0,1,0.4467,0.3923,0.4,0.8,113,112,1,18070,High,60.4,0,0,0,Clear,0,None,0.0,0.0,0.0,,2278206.82,1207614.3,502057.32,0.76,0.88,19812,3,3987878.44,18895.0,18895.0,4163827.37,4163827.37,204.55013333333332
661,2019,2019-10-17,17,19,Milwaukee Barons,New Orleans Crescents,MIL,NOR,Thursday,10,0,0,0,0,0.4297,0.3828,0.6,0.0,102,113,0,15280,High,52.4,0,0,0,Clear,1,Food Voucher,4.89,11223.25,38665.07,Healthcare,2022715.85,1061764.2,394818.64,0.59,0.8,17341,3,3479298.69,17401.719024390244,17401.719024390244,3847971.252063415,3847971.252063415,185.95466666666667
1135,2019,2019-10-17,28,23,Toronto Towers,Philadelphia Founders,TOR,PHI,Thursday,10,0,0,0,1,0.3985,0.5327,0.8,0.6,106,107,0,18637,High,80.7,0,0,0,Clear,0,None,0.0,0.0,0.0,,2371009.87,1223277.33,506206.0,0.81,0.79,19800,3,4100493.2,17401.719024390244,17401.719024390244,3847971.252063415,3847971.252063415,202.71773333333334
596,2019,2019-10-18,15,21,Memphis Blues,Oklahoma City Outlaws,MEM,OKC,Friday,10,1,0,0,0,0.3819,0.3523,0.2,0.6,127,131,0,15681,High,54.7,0,0,0,Clear,0,None,0.0,0.0,0.0,,2038668.83,1024322.0700000001,416494.79,0.67,0.62,17794,4,3479485.6900000004,17401.719024390244,17401.719024390244,3847971.252063415,3847971.252063415,195.8632
754,2019,2019-10-18,19,4,New Orleans Crescents,Charlotte Crowns,NOR,CHA,Friday,10,1,0,0,0,0.3828,0.3371,0.8,0.6,102,88,1,15280,High,65.9,0,0,0,Clear,1,Student Discount,3.8,3033.19,65069.35,Auto,1981129.79,1033764.51,420426.70999999996,0.61,0.59,16867,4,3435321.01,17401.719024390244,17401.719024390244,3847971.252063415,3847971.252063415,195.2524
1228,2019,2019-10-18,30,19,Washington Republic,New Orleans Crescents,WAS,NOR,Friday,10,1,0,0,0,0.3273,0.3828,0.8,0.2,105,116,0,18289,High,59.2,0,0,0,Clear,1,Theme Night,6.74,20198.78,62294.78,Tech,2385052.86,1253608.71,491448.35000000003,0.59,0.66,20356,4,4130109.92,15566.0,15566.0,3352991.88,3352991.88,196.67759999999998
912,2019,2019-10-18,23,6,Philadelphia Founders,Cleveland Comets,PHI,CLE,Friday,10,1,0,0,1,0.5327,0.4111,0.2,0.6,109,108,1,19741,Sellout,48.5,0,0,0,Clear,0,None,0.0,0.0,0.0,,2449149.7,1377264.56,540179.55,0.74,0.81,20478,4,4366593.8100000005,17401.719024390244,17401.719024390244,3847971.252063415,3847971.252063415,216.69826666666668
438,2019,2019-10-18,11,1,Houston Meteors,Atlanta Flyers,HOU,ATL,Friday,10,1,0,0,0,0.3688,0.4577,0.4,0.4,103,121,0,16313,High,51.4,0,0,0,Clear,1,Food Voucher,5.35,11152.4,49900.43,Beverage,2089153.72,1185762.32,432589.21,0.72,0.71,18055,4,3707505.25,17401.719024390244,17401.719024390244,3847971.252063415,3847971.252063415,197.69559999999998
122,2019,2019-10-18,3,19,Brooklyn Bridgers,New Orleans Crescents,BKN,NOR,Friday,10,1,0,0,0,0.4405,0.3828,0.4,0.0,114,113,1,17732,Sellout,49.0,0,0,0,Clear,1,Theme Night,6.73,18531.32,17458.88,Beverage,2206552.64,1222408.75,491724.92,0.59,0.78,17732,4,3920686.31,14955.0,14955.0,3232127.27,3232127.27,199.12079999999997
1070,2019,2019-10-18,27,6,San Antonio Legends,Cleveland Comets,SAT,CLE,Friday,10,1,0,0,0,0.4034,0.4111,0.6,0.4,97,90,1,18418,Sellout,50.1,0,0,0,Clear,1,Merchandise Giveaway,8.7,19594.53,55653.14,Healthcare,2282555.03,1290944.31,546928.47,0.74,0.75,18418,4,4120427.8099999996,15325.0,15325.0,3286746.5700000003,3286746.5700000003,198.51000000000002
280,2019,2019-10-18,7,26,Dallas Wranglers,Sacramento Capitals,DAL,SAC,Friday,10,1,0,0,0,0.3923,0.3553,0.6,0.6,129,128,1,16538,Medium,86.9,0,0,0,Hot/Sunny,0,None,0.0,0.0,0.0,,2108364.52,1131488.85,432355.3,0.63,0.76,19200,4,3672208.67,15573.0,15573.0,3353466.5900000003,3353466.5900000003,198.71359999999999
1005,2019,2019-10-19,25,29,Portland Pines,Salt Lake Summit,POR,SLC,Saturday,10,1,0,0,0,0.4416,0.289,0.4,0.4,122,121,1,17505,High,42.9,0,0,0,Clear,0,None,0.0,0.0,0.0,,2214341.33,1197067.47,468338.79,0.68,0.7,19393,5,3879747.59,17401.719024390244,17401.719024390244,3847971.252063415,3847971.252063415,197.49200000000002
689,2019,2019-10-19,17,11,Milwaukee Barons,Houston Meteors,MIL,HOU,Saturday,10,1,0,0,0,0.4297,0.3688,0.2,0.4,122,123,0,16020,High,70.8,0,0,0,Clear,1,Student Discount,3.3,3677.76,42167.08,Tech,2070283.6199999999,1052946.9,418368.99,0.71,0.8,17341,5,3541599.51,15280.0,15280.0,3479298.69,3479298.69,199.52800000000002
531,2019,2019-10-19,13,23,Los Angeles Blaze,Philadelphia Founders,LAB,PHI,Saturday,10,1,0,0,1,0.4439,0.5327,0.6,0.4,100,101,0,19060,Sellout,56.2,1,0,0,Rain,1,Community Night,5.05,10040.65,66315.54,Financial,2400903.19,1306367.58,540858.95,0.81,0.73,19060,5,4248129.72,15969.0,15969.0,3458021.08,3458021.08,215.06946666666667
847,2019,2019-10-19,21,10,Oklahoma City Outlaws,San Francisco Waves,OKC,GSF,Saturday,10,1,0,0,1,0.3523,0.5413,0.8,0.2,100,101,0,16580,High,45.8,0,0,0,Clear,0,None,0.0,0.0,0.0,,2133683.39,1138459.01,452192.67,0.95,0.67,18203,5,3724335.0700000003,17401.719024390244,17401.719024390244,3847971.252063415,3847971.252063415,213.84786666666668
373,2019,2019-10-19,10,5,San Francisco Waves,Chicago Cyclones,GSF,CHI,Saturday,10,1,0,0,1,0.5413,0.4117,0.4,0.4,99,100,0,18064,Sellout,74.3,0,0,0,Clear,0,None,0.0,0.0,0.0,,2247733.95,1231220.28,492183.77,0.83,0.95,18064,5,3971138.0000000005,18064.0,18064.0,4010379.16,4010379.16,219.54866666666666
1163,2019,2019-10-19,29,17,Salt Lake Summit,Milwaukee Barons,SLC,MIL,Saturday,10,1,0,0,0,0.289,0.4297,0.4,0.6,123,135,0,17255,High,56.8,0,0,0,Clear,1,Community Night,4.72,8764.56,15414.35,Tech,2168008.2,1182889.16,467457.21,0.8,0.68,18206,5,3818354.5700000003,17401.719024390244,17401.719024390244,3847971.252063415,3847971.252063415,197.08479999999997
57,2019,2019-10-19,2,29,Boston Harbors,Salt Lake Summit,BOS,SLC,Saturday,10,1,0,0,1,0.5598,0.289,1.0,1.0,128,147,0,19082,Sellout,46.2,0,0,0,Clear,1,Corporate Partner Night,2.62,5154.59,43524.71,Financial,2343690.9,1321744.13,538038.74,0.68,0.91,19156,5,4203473.77,17401.719024390244,17401.719024390244,3847971.252063415,3847971.252063415,218.73426666666668
215,2019,2019-10-19,6,22,Cleveland Comets,Orlando Rays,CLE,ORL,Saturday,10,1,0,0,0,0.4111,0.23,0.4,0.4,115,114,1,19119,Sellout,55.5,0,0,0,Clear,1,Merchandise Giveaway,9.24,23553.9,49180.79,Auto,2405938.39,1323669.55,565098.22,0.57,0.74,19432,5,4294706.16,17401.719024390244,17401.719024390244,3847971.252063415,3847971.252063415,198.3064
624,2019,2019-10-20,16,26,Miami Storm,Sacramento Capitals,MIA,SAC,Sunday,10,1,0,0,1,0.4774,0.3553,1.0,0.4,99,86,1,18061,High,19.5,1,1,0,Snow,0,None,0.0,0.0,0.0,,2307315.59,1217936.35,471055.49,0.63,0.84,19600,6,3996307.4299999997,15724.0,15724.0,3325639.53,3325639.53,217.3090666666667
940,2019,2019-10-20,23,29,Philadelphia Founders,Salt Lake Summit,PHI,SLC,Sunday,10,1,0,0,1,0.5327,0.289,0.8,0.4,118,117,1,20478,Sellout,48.0,0,0,0,Clear,1,Food Voucher,5.86,10237.8,36621.29,Beverage,2570414.9699999997,1474109.43,567118.25,0.68,0.81,20478,6,4611642.649999999,19741.0,19741.0,4366593.8100000005,4366593.8100000005,216.69826666666668
150,2019,2019-10-20,4,28,Charlotte Crowns,Toronto Towers,CHA,TOR,Sunday,10,1,0,0,0,0.3371,0.3985,0.6,0.4,107,108,0,17710,High,52.9,0,0,0,Clear,1,Food Voucher,5.75,10600.7,11775.97,Tech,2206201.18,1288513.1,473736.49,0.79,0.61,19077,6,3968450.7700000005,17218.0,17218.0,3826709.6199999996,3826709.6199999996,195.65959999999998
1098,2019,2019-10-20,27,5,San Antonio Legends,Chicago Cyclones,SAT,CHI,Sunday,10,1,0,0,1,0.4034,0.4117,0.4,0.6,114,126,0,18263,Sellout,60.2,0,0,0,Clear,1,Merchandise Giveaway,8.33,19261.73,40174.34,Financial,2265172.78,1295650.79,528241.13,0.83,0.75,18418,6,4089064.6999999997,16871.5,16871.5,3703587.19,3703587.19,215.4766666666667
308,2019,2019-10-20,8,27,Denver Peaks,San Antonio Legends,DEN,SAT,Sunday,10,1,0,0,0,0.4047,0.4034,0.6,0.2,103,104,0,19157,Sellout,41.8,0,0,0,Clear,1,Merchandise Giveaway,8.62,23373.61,36460.95,Auto,2373452.1999999997,1337508.48,538610.19,0.75,0.69,19520,6,4249570.869999999,17288.0,17288.0,3682567.1500000004,3682567.1500000004,197.2884
466,2019,2019-10-20,12,13,Indianapolis Racers,Los Angeles Blaze,IND,LAB,Sunday,10,1,0,0,0,0.4468,0.4439,0.6,0.2,113,104,1,16665,High,59.1,0,0,0,Clear,0,None,0.0,0.0,0.0,,2150462.57,1161553.33,453585.94999999995,0.73,0.65,17923,6,3765601.8499999996,15711.0,15711.0,3476769.68,3476769.68,196.47400000000002
782,2019,2019-10-20,20,2,New York Empire,Boston Harbors,NYE,BOS,Sunday,10,1,0,1,1,0.4467,0.5598,0.2,1.0,105,119,0,19812,Sellout,57.3,1,0,0,Rain,0,None,0.0,0.0,0.0,,2470578.07,1407377.38,606803.4400000001,0.91,0.88,19812,6,4484758.89,18482.5,18482.5,4075852.9050000003,4075852.9050000003,243.57346666666666
401,2019,2019-10-22,10,3,San Francisco Waves,Brooklyn Bridgers,GSF,BKN,Tuesday,10,0,0,0,1,0.5413,0.4405,0.6,0.2,115,114,1,16326,High,54.1,0,0,0,Clear,0,None,0.0,0.0,0.0,,2101444.81,1028107.97,444945.42,0.78,0.95,18064,1,3574498.2,18064.0,18064.0,3990758.58,3990758.58,205.9753333333333
243,2019,2019-10-22,6,11,Cleveland Comets,Houston Meteors,CLE,HOU,Tuesday,10,0,0,0,0,0.4111,0.3688,0.2,0.6,107,108,0,16939,Medium,56.9,0,0,0,Clear,1,Corporate Partner Night,2.03,5153.96,41399.27,Retail,2163721.67,1103814.79,442251.77,0.71,0.74,19432,1,3709788.23,19119.0,19119.0,4294706.16,4294706.16,184.73306666666664
717,2019,2019-10-22,18,30,Minneapolis Northstars,Washington Republic,MIN,WAS,Tuesday,10,0,0,0,0,0.2567,0.3273,0.4,0.2,103,86,1,17090,High,40.6,0,0,0,Clear,1,Corporate Partner Night,3.11,4648.34,20064.82,Healthcare,2225495.74,1080672.51,453776.60000000003,0.66,0.6,18978,1,3759944.85,13912.0,13912.0,2942187.9899999998,2942187.9899999998,181.88266666666667
875,2019,2019-10-22,22,5,Orlando Rays,Chicago Cyclones,ORL,CHI,Tuesday,10,0,0,0,1,0.23,0.4117,0.8,0.4,113,122,0,17608,High,54.9,0,0,0,Clear,1,Premium Experience,3.53,31142.12,11539.38,Retail,2272684.17,1188981.16,478262.36,0.83,0.57,18846,1,3939927.69,15452.0,15452.0,3332575.03,3332575.03,198.23853333333335
559,2019,2019-10-22,14,21,Los Angeles Stars,Oklahoma City Outlaws,LAS,OKC,Tuesday,10,0,0,0,1,0.5395,0.3523,0.4,0.6,112,111,1,18656,Sellout,48.1,0,0,0,Clear,0,None,0.0,0.0,0.0,,2340732.44,1232914.08,505730.73,0.67,0.97,19060,1,4079377.25,18012.0,18012.0,3918075.1100000003,3918075.1100000003,206.38253333333336
1191,2019,2019-10-22,30,11,Washington Republic,Houston Meteors,WAS,HOU,Tuesday,10,0,0,0,0,0.3273,0.3688,0.4,0.4,111,110,1,17821,Medium,51.6,0,0,0,Clear,0,None,0.0,0.0,0.0,,2286284.68,1161379.18,483809.66000000003,0.71,0.66,20356,1,3931473.5200000005,16927.5,16927.5,3741550.9,3741550.9,183.10426666666663
1033,2019,2019-10-22,26,27,Sacramento Capitals,San Antonio Legends,SAC,SAT,Tuesday,10,0,0,0,0,0.3553,0.4034,0.2,0.2,109,114,0,15619,High,41.4,0,0,0,Clear,1,Student Discount,4.7,3266.37,40086.16,Retail,1978894.42,994512.05,419476.52,0.75,0.63,17608,1,3392882.9899999998,15507.0,15507.0,3465587.07,3465587.07,182.49346666666668
85,2019,2019-10-22,3,25,Brooklyn Bridgers,Portland Pines,BKN,POR,Tuesday,10,0,0,0,0,0.4405,0.4416,0.4,0.0,96,113,0,14509,Medium,47.5,0,0,0,Clear,0,None,0.0,0.0,0.0,,1825530.67,908488.76,372236.5,0.7,0.78,17732,1,3106255.9299999997,16343.5,16343.5,3576406.79,3576406.79,185.54746666666665
652,2019,2019-10-23,16,24,Miami Storm,Phoenix Firebirds,MIA,PHX,Wednesday,10,0,0,0,1,0.4774,0.5354,0.6,0.6,114,94,1,17838,High,88.4,0,0,0,Hot/Sunny,0,None,0.0,0.0,0.0,,2303163.4,1155060.54,480668.04000000004,0.86,0.84,19600,2,3938891.98,16892.5,16892.5,3660973.4799999995,3660973.4799999995,203.73573333333334
178,2019,2019-10-23,5,20,Chicago Cyclones,New York Empire,CHI,NYE,Wednesday,10,0,0,0,1,0.4117,0.4467,0.6,0.2,104,103,1,19963,Sellout,47.7,0,0,0,Clear,1,Community Night,4.73,9051.77,35186.66,Beverage,2536243.76,1285695.46,547645.66,0.88,0.83,20917,2,4369584.88,18333.0,18333.0,4009516.78,4009516.78,203.53213333333332
810,2019,2019-10-23,20,2,New York Empire,Boston Harbors,NYE,BOS,Wednesday,10,0,0,1,1,0.4467,0.5598,0.2,1.0,127,126,1,19812,Sellout,39.6,0,0,0,Clear,0,None,0.0,0.0,0.0,,2460096.6799999997,1351479.5699999998,614022.4400000001,0.91,0.88,19812,2,4425598.6899999995,18925.666666666668,18925.666666666668,4212154.899999999,4212154.899999999,230.0001333333333
20,2019,2019-10-23,1,13,Atlanta Flyers,Los Angeles Blaze,ATL,LAB,Wednesday,10,0,0,0,0,0.4577,0.4439,0.4,0.5,111,110,1,16752,Medium,41.1,0,0,0,Clear,0,None,0.0,0.0,0.0,,2142239.73,1070794.47,443753.01,0.73,0.72,19621,2,3656787.21,16665.5,16665.5,3578644.47,3578644.47,184.32586666666666
1126,2019,2019-10-23,28,15,Toronto Towers,Memphis Blues,TOR,MEM,Wednesday,10,0,0,0,0,0.3985,0.3819,0.6,0.2,111,112,0,15380,Medium,67.9,0,0,0,Clear,0,None,0.0,0.0,0.0,,1990580.2000000002,976612.75,384482.02999999997,0.62,0.79,19800,2,3351674.98,18637.0,18637.0,4100493.2,4100493.2,185.75106666666665
336,2019,2019-10-23,9,15,Detroit Motors,Memphis Blues,DET,MEM,Wednesday,10,0,0,0,0,0.2436,0.3819,0.6,0.4,105,106,0,19549,Sellout,41.0,1,0,0,Rain/Cold,1,Theme Night,6.97,15326.5,69611.13,Auto,2492515.21,1274196.98,523186.43,0.62,0.58,20491,2,4289898.62,17528.0,17528.0,3801906.88,3801906.88,181.47546666666665
494,2019,2019-10-23,13,20,Los Angeles Blaze,New York Empire,LAB,NYE,Wednesday,10,0,0,0,1,0.4439,0.4467,0.2,0.2,129,128,1,17127,High,45.9,1,0,0,Rain/Cold,0,None,0.0,0.0,0.0,,2201599.01,1142866.58,457958.63,0.88,0.73,19060,2,3802424.2199999997,17514.5,17514.5,3853075.4,3853075.4,201.49613333333332
968,2019,2019-10-23,24,17,Phoenix Firebirds,Milwaukee Barons,PHX,MIL,Wednesday,10,0,0,0,0,0.5354,0.4297,0.6,0.4,125,124,1,14208,Medium,81.4,1,0,0,Rain,0,None,0.0,0.0,0.0,,1775148.3,892637.0700000001,373318.58,0.8,0.86,17125,2,3041103.95,15629.5,15629.5,3414804.87,3414804.87,187.17626666666666
271,2019,2019-10-24,7,15,Dallas Wranglers,Memphis Blues,DAL,MEM,Thursday,10,0,0,0,0,0.3923,0.3819,0.4,0.2,126,125,1,16618,Medium,39.5,0,0,0,Clear,0,None,0.0,0.0,0.0,,2178102.23,1093971.93,431680.88,0.62,0.76,19200,3,3703755.04,16055.5,16055.5,3512837.63,3512837.63,185.14026666666663
587,2019,2019-10-24,15,20,Memphis Blues,New York Empire,MEM,NYE,Thursday,10,0,0,0,1,0.3819,0.4467,1.0,0.2,105,104,1,16111,High,29.2,1,1,0,Snow,0,None,0.0,0.0,0.0,,2090336.5499999998,1021725.21,438974.19,0.88,0.62,17794,3,3551035.9499999997,15681.0,15681.0,3479485.6900000004,3479485.6900000004,199.25653333333335
429,2019,2019-10-24,11,29,Houston Meteors,Salt Lake Summit,HOU,SLC,Thursday,10,0,0,0,0,0.3688,0.289,0.4,0.6,116,115,1,14767,Medium,40.5,0,0,0,Clear,0,None,0.0,0.0,0.0,,1917719.99,923322.24,378761.49,0.68,0.71,18055,3,3219803.7199999997,16313.0,16313.0,3707505.25,3707505.25,184.12226666666663
