is_weekend,is_holiday_period,rivalry_flag,nationally_televised_flag,promotion_flag,expected_promotion_lift_pct,home_team_win_pct_entering_game,away_team_win_pct_entering_game,home_team_recent_form,away_team_recent_form,home_team_popularity,away_team_popularity,temperature_f,snow_flag,severe_weather_flag,precipitation_flag,arena_capacity_feat,rolling_att_3,rolling_att_5,dow_ordinal,month,promotion_type,actual_attendance,game_id,season,game_date
1,0,0,1,0,0.0,0.4774,0.3553,1.0,0.4,0.84,0.63,19.5,1,0,1,19600,15724.0,15724.0,6,10,None,18061,624,2019,2019-10-20
1,0,0,1,1,5.86,0.5327,0.289,0.8,0.4,0.81,0.68,48.0,0,0,0,20478,19741.0,19741.0,6,10,Food Voucher,20478,940,2019,2019-10-20
1,0,0,0,1,5.75,0.3371,0.3985,0.6,0.4,0.61,0.79,52.9,0,0,0,19077,17218.0,17218.0,6,10,Food Voucher,17710,150,2019,2019-10-20
1,0,0,1,1,8.33,0.4034,0.4117,0.4,0.6,0.75,0.83,60.2,0,0,0,18418,16871.5,16871.5,6,10,Merchandise Giveaway,18263,1098,2019,2019-10-20
1,0,0,0,1,8.62,0.4047,0.4034,0.6,0.2,0.69,0.75,41.8,0,0,0,19520,17288.0,17288.0,6,10,Merchandise Giveaway,19157,308,2019,2019-10-20
1,0,0,0,0,0.0,0.4468,0.4439,0.6,0.2,0.65,0.73,59.1,0,0,0,17923,15711.0,15711.0,6,10,None,16665,466,2019,2019-10-20
1,0,1,1,0,0.0,0.4467,0.5598,0.2,1.0,0.88,0.91,57.3,0,0,1,19812,18482.5,18482.5,6,10,None,19812,782,2019,2019-10-20
0,0,0,1,0,0.0,0.5413,0.4405,0.6,0.2,0.95,0.78,54.1,0,0,0,18064,18064.0,18064.0,1,10,None,16326,401,2019,2019-10-22
0,0,0,0,1,2.03,0.4111,0.3688,0.2,0.6,0.74,0.71,56.9,0,0,0,19432,19119.0,19119.0,1,10,Corporate Partner Night,16939,243,2019,2019-10-22
0,0,0,0,1,3.11,0.2567,0.3273,0.4,0.2,0.6,0.66,40.6,0,0,0,18978,13912.0,13912.0,1,10,Corporate Partner Night,17090,717,2019,2019-10-22
0,0,0,1,1,3.53,0.23,0.4117,0.8,0.4,0.57,0.83,54.9,0,0,0,18846,15452.0,15452.0,1,10,Premium Experience,17608,875,2019,2019-10-22
0,0,0,1,0,0.0,0.5395,0.3523,0.4,0.6,0.97,0.67,48.1,0,0,0,19060,18012.0,18012.0,1,10,None,18656,559,2019,2019-10-22
0,0,0,0,0,0.0,0.3273,0.3688,0.4,0.4,0.66,0.71,51.6,0,0,0,20356,16927.5,16927.5,1,10,None,17821,1191,2019,2019-10-22
0,0,0,0,1,4.7,0.3553,0.4034,0.2,0.2,0.63,0.75,41.4,0,0,0,17608,15507.0,15507.0,1,10,Student Discount,15619,1033,2019,2019-10-22
0,0,0,0,0,0.0,0.4405,0.4416,0.4,0.0,0.78,0.7,47.5,0,0,0,17732,16343.5,16343.5,1,10,None,14509,85,2019,2019-10-22
0,0,0,1,0,0.0,0.4774,0.5354,0.6,0.6,0.84,0.86,88.4,0,0,0,19600,16892.5,16892.5,2,10,None,17838,652,2019,2019-10-23
0,0,0,1,1,4.73,0.4117,0.4467,0.6,0.2,0.83,0.88,47.7,0,0,0,20917,18333.0,18333.0,2,10,Community Night,19963,178,2019,2019-10-23
0,0,1,1,0,0.0,0.4467,0.5598,0.2,1.0,0.88,0.91,39.6,0,0,0,19812,18925.666666666668,18925.666666666668,2,10,None,19812,810,2019,2019-10-23
0,0,0,0,0,0.0,0.4577,0.4439,0.4,0.5,0.72,0.73,41.1,0,0,0,19621,16665.5,16665.5,2,10,None,16752,20,2019,2019-10-23
0,0,0,0,0,0.0,0.3985,0.3819,0.6,0.2,0.79,0.62,67.9,0,0,0,19800,18637.0,18637.0,2,10,None,15380,1126,2019,2019-10-23
0,0,0,0,1,6.97,0.2436,0.3819,0.6,0.4,0.58,0.62,41.0,0,0,1,20491,17528.0,17528.0,2,10,Theme Night,19549,336,2019,2019-10-23
0,0,0,1,0,0.0,0.4439,0.4467,0.2,0.2,0.73,0.88,45.9,0,0,1,19060,17514.5,17514.5,2,10,None,17127,494,2019,2019-10-23
0,0,0,0,0,0.0,0.5354,0.4297,0.6,0.4,0.86,0.8,81.4,0,0,1,17125,15629.5,15629.5,2,10,None,14208,968,2019,2019-10-23
0,0,0,0,0,0.0,0.3923,0.3819,0.4,0.2,0.76,0.62,39.5,0,0,0,19200,16055.5,16055.5,3,10,None,16618,271,2019,2019-10-24
0,0,0,1,0,0.0,0.3819,0.4467,1.0,0.2,0.62,0.88,29.2,1,0,1,17794,15681.0,15681.0,3,10,None,16111,587,2019,2019-10-24
0,0,0,0,0,0.0,0.3688,0.289,0.4,0.6,0.71,0.68,40.5,0,0,0,18055,16313.0,16313.0,3,10,None,14767,429,2019,2019-10-24
0,0,0,1,1,5.93,0.3828,0.5598,0.4,0.8,0.59,0.91,71.2,0,0,0,16867,15280.0,15280.0,3,10,Food Voucher,14926,745,2019,2019-10-24
0,0,0,0,0,0.0,0.3273,0.4416,0.2,0.8,0.66,0.7,38.3,0,0,0,20356,17225.333333333332,17225.333333333332,3,10,None,16617,1219,2019,2019-10-24
0,0,0,0,0,0.0,0.3553,0.4111,0.6,0.4,0.63,0.74,51.1,0,0,1,17608,15563.0,15563.0,3,10,None,15387,1061,2019,2019-10-24
0,0,0,1,0,0.0,0.4405,0.5413,0.6,0.3333,0.78,0.95,58.1,0,0,0,17732,15732.0,15732.0,3,10,None,14283,113,2019,2019-10-24
0,0,0,1,0,0.0,0.5327,0.23,0.2,0.6,0.81,0.57,76.7,0,0,0,20478,20109.5,20109.5,3,10,None,18264,903,2019,2019-10-24
1,0,0,1,0,0.0,0.4297,0.4467,0.0,0.4,0.8,0.88,35.6,0,0,0,17341,15650.0,15650.0,4,10,None,16315,680,2019,2019-10-25
1,0,0,0,1,6.52,0.2436,0.23,0.2,0.6,0.58,0.57,55.6,0,0,0,20491,18538.5,18538.5,4,10,Family Night,19262,364,2019,2019-10-25
1,0,0,0,1,7.27,0.3523,0.2436,0.8,0.8,0.67,0.58,50.8,0,0,0,18203,16580.0,16580.0,4,10,Theme Night,17996,838,2019,2019-10-25
1,0,0,1,1,3.9,0.4416,0.5395,0.6,0.6,0.7,0.97,52.3,0,0,1,19393,17505.0,17505.0,4,10,Corporate Partner Night,19393,996,2019,2019-10-25
1,0,0,0,1,4.29,0.289,0.4047,0.8,0.4,0.68,0.69,65.3,0,0,0,18206,17255.0,17255.0,4,10,Student Discount,16422,1154,2019,2019-10-25
1,0,1,1,0,0.0,0.5598,0.4467,0.6,1.0,0.91,0.88,49.0,0,0,1,19156,19082.0,19082.0,4,10,None,19125,48,2019,2019-10-25
1,0,0,0,1,4.46,0.4111,0.3553,0.6,0.8,0.74,0.63,66.8,0,0,0,19432,18029.0,18029.0,4,10,Food Voucher,18116,206,2019,2019-10-25
1,0,0,0,1,3.67,0.4439,0.4111,1.0,1.0,0.73,0.74,95.9,0,0,0,19060,17385.333333333332,17385.333333333332,4,10,Premium Experience,16705,522,2019,2019-10-25
1,0,0,0,0,0.0,0.4468,0.3828,0.4,0.4,0.65,0.59,60.0,0,0,0,17923,16188.0,16188.0,5,10,None,16071,457,2019,2019-10-26
1,0,0,1,0,0.0,0.5327,0.3371,0.6,0.4,0.81,0.61,51.9,0,0,0,20478,19494.333333333332,19494.333333333332,5,10,None,19198,931,2019,2019-10-26
1,0,0,0,1,4.83,0.4047,0.4468,0.4,0.2,0.69,0.65,35.9,0,0,1,19520,18222.5,18222.5,5,10,Student Discount,17240,299,2019,2019-10-26
1,0,0,1,0,0.0,0.3828,0.4117,0.6,0.6,0.59,0.83,50.7,0,0,0,16867,15103.0,15103.0,5,10,None,14588,773,2019,2019-10-26
1,0,0,0,1,8.11,0.3371,0.4416,0.4,0.3333,0.61,0.7,66.5,0,0,0,19077,17464.0,17464.0,5,10,Merchandise Giveaway,17934,141,2019,2019-10-26
1,0,0,0,0,0.0,0.3819,0.4297,0.6,0.2,0.62,0.8,53.5,0,0,0,17794,15896.0,15896.0,5,10,None,15521,615,2019,2019-10-26
1,0,0,0,0,0.0,0.4034,0.3828,0.6,0.6,0.75,0.59,39.3,0,0,0,18418,17335.333333333332,17335.333333333332,5,10,None,16995,1089,2019,2019-10-26
1,0,1,1,1,2.72,0.5395,0.4439,1.0,0.4,0.97,0.73,63.6,0,0,1,19060,18334.0,18334.0,6,10,Corporate Partner Night,19060,550,2019,2019-10-27
1,0,0,1,0,0.0,0.5598,0.4405,0.6,0.5,0.91,0.78,68.7,0,0,0,19156,19103.5,19103.5,6,10,None,19156,76,2019,2019-10-27
1,0,0,0,0,0.0,0.2567,0.3819,0.4,0.4,0.6,0.62,55.3,0,0,0,18978,15501.0,15501.0,6,10,None,18227,708,2019,2019-10-27
1,0,0,0,0,0.0,0.289,0.3371,0.8,0.6,0.68,0.61,41.1,0,0,0,18206,16838.5,16838.5,6,10,None,15889,1182,2019,2019-10-27
1,0,0,1,1,8.9,0.23,0.5327,1.0,0.4,0.57,0.81,51.2,0,0,1,18846,16530.0,16530.0,6,10,Merchandise Giveaway,17782,866,2019,2019-10-27
1,0,0,0,0,0.0,0.4111,0.5354,0.4,0.4,0.74,0.86,38.2,0,0,0,19432,18058.0,18058.0,6,10,None,17592,234,2019,2019-10-27
1,0,0,1,0,0.0,0.5413,0.4774,0.6,0.6,0.95,0.84,58.3,0,0,1,18064,17484.666666666668,17484.666666666668,6,10,None,17161,392,2019,2019-10-27
1,0,0,0,1,6.06,0.4416,0.3371,1.0,0.4,0.7,0.61,47.1,0,0,0,19393,18449.0,18449.0,6,10,Theme Night,18035,1024,2019,2019-10-27
0,0,0,1,0,0.0,0.4467,0.3273,0.4,0.2,0.88,0.66,81.4,0,0,0,19812,19231.333333333332,19147.25,1,10,None,16622,801,2019,2019-10-29
0,0,0,1,0,0.0,0.4774,0.4034,0.6,0.6,0.84,0.75,60.4,0,0,1,19600,17207.666666666668,17207.666666666668,1,10,None,18274,643,2019,2019-10-29
0,0,0,1,1,5.4,0.4468,0.5395,0.4,0.6,0.65,0.97,57.6,0,0,0,17923,16149.0,16149.0,1,10,Food Voucher,16710,485,2019,2019-10-29
0,0,0,0,1,4.8,0.5354,0.3828,0.8,0.8,0.86,0.59,36.9,0,0,1,17125,15155.666666666666,15155.666666666666,1,10,Community Night,15104,959,2019,2019-10-29
0,0,0,1,0,0.0,0.4577,0.4117,0.6,0.5,0.72,0.83,29.2,0,0,0,19621,16694.333333333332,16694.333333333332,1,10,None,18451,11,2019,2019-10-29
0,0,0,1,0,0.0,0.4117,0.3923,0.4,0.2,0.83,0.76,82.0,0,0,0,20917,19148.0,19148.0,1,10,None,19112,169,2019,2019-10-29
0,0,0,1,1,4.76,0.4047,0.5598,0.6,0.4,0.69,0.91,46.0,0,0,0,19520,17895.0,17895.0,1,10,Student Discount,19263,327,2019,2019-10-29
0,0,0,0,0,0.0,0.3985,0.3688,0.4,0.4,0.79,0.71,25.5,0,0,0,19800,17008.5,17008.5,1,10,None,17587,1117,2019,2019-10-29
0,0,0,0,1,3.02,0.3688,0.3553,0.4,0.8,0.71,0.63,40.0,0,0,0,18055,15540.0,15540.0,2,10,Premium Experience,17113,420,2019,2019-10-30
0,0,0,0,1,5.82,0.4405,0.3923,0.6,0.0,0.78,0.76,35.4,0,0,0,17732,15508.0,15369.75,2,10,Food Voucher,16645,104,2019,2019-10-30
0,0,0,0,0,0.0,0.2567,0.3371,0.6,0.4,0.6,0.61,63.9,0,0,0,18978,16409.666666666668,16409.666666666668,2,10,None,15559,736,2019,2019-10-30
0,0,0,1,1,5.44,0.3273,0.5598,0.4,0.8,0.66,0.91,46.8,0,0,0,20356,17575.666666666668,17073.25,2,10,Community Night,18250,1210,2019,2019-10-30
0,0,0,0,0,0.0,0.3923,0.3688,0.2,0.6,0.76,0.71,71.9,0,0,0,19200,16243.0,16243.0,2,10,None,17327,262,2019,2019-10-30
0,0,0,0,1,3.35,0.23,0.2567,0.6,0.4,0.57,0.6,59.8,0,0,0,18846,16947.333333333332,16947.333333333332,2,10,Corporate Partner Night,16279,894,2019,2019-10-30
0,0,0,0,0,0.0,0.3819,0.2567,0.8,0.4,0.62,0.6,67.8,0,0,0,17794,15771.0,15771.0,2,10,None,16478,578,2019,2019-10-30
0,0,0,0,0,0.0,0.3553,0.4405,0.2,0.4,0.63,0.78,55.1,0,0,0,17608,15504.333333333334,15504.333333333334,2,10,None,15571,1052,2019,2019-10-30
0,0,0,0,1,4.64,0.4416,0.3923,0.0,0.4,0.7,0.76,68.9,0,0,0,19393,18311.0,18311.0,3,10,Community Night,17846,987,2019,2019-10-31
0,0,0,1,1,5.03,0.4577,0.5395,0.8,1.0,0.72,0.97,77.9,0,0,0,19621,17145.666666666668,17133.5,3,10,Family Night,19621,39,2019,2019-10-31
0,0,0,1,0,0.0,0.4117,0.3985,0.4,0.6,0.83,0.79,58.9,0,0,0,20917,19136.0,19136.0,3,10,None,19735,197,2019,2019-10-31
0,0,0,0,1,9.64,0.3985,0.2436,0.4,0.8,0.79,0.58,45.0,0,0,1,19800,17201.333333333332,17201.333333333332,3,10,Merchandise Giveaway,17802,1145,2019,2019-10-31
0,0,0,0,0,0.0,0.2436,0.4405,1.0,0.0,0.58,0.78,36.9,0,0,0,20491,18779.666666666668,18779.666666666668,3,10,None,17291,355,2019,2019-10-31
0,0,0,0,1,3.41,0.4439,0.3688,0.4,0.4,0.73,0.71,53.5,0,0,0,19060,17630.666666666668,17215.25,3,10,Premium Experience,16697,513,2019,2019-10-31
0,0,0,0,0,0.0,0.4297,0.289,0.8,0.0,0.8,0.68,30.0,0,0,0,17341,15871.666666666666,15871.666666666666,3,10,None,14960,671,2019,2019-10-31
0,0,0,1,0,0.0,0.3523,0.4774,0.8,0.6,0.67,0.84,53.8,0,0,1,18203,17288.0,17288.0,3,10,None,16629,829,2019,2019-10-31
1,0,0,1,1,7.13,0.4047,0.5598,0.4,0.6,0.69,0.91,69.6,0,0,0,19520,18553.333333333332,18237.0,4,11,Theme Night,19520,290,2019,2019-11-01
1,0,0,1,1,4.92,0.5327,0.4468,0.8,0.4,0.81,0.65,55.4,0,0,0,20478,19313.333333333332,19420.25,4,11,Student Discount,20289,922,2019,2019-11-01
1,0,0,1,1,6.84,0.4034,0.5327,0.6,0.8,0.75,0.81,48.7,0,0,0,18418,17892.0,17250.25,4,11,Family Night,18418,1080,2019,2019-11-01
1,0,0,0,1,8.74,0.3819,0.4468,0.8,0.6,0.62,0.65,52.6,0,0,0,17794,16036.666666666666,15947.75,4,11,Merchandise Giveaway,17513,606,2019,2019-11-01
1,0,0,0,0,0.0,0.3371,0.4468,0.4,0.0,0.61,0.65,71.7,0,0,0,19077,17620.666666666668,17620.666666666668,4,11,None,14698,132,2019,2019-11-01
1,0,0,0,0,0.0,0.3688,0.3553,0.4,0.8,0.71,0.63,59.2,0,0,1,18055,16064.333333333334,16064.333333333334,4,11,None,16181,448,2019,2019-11-01
1,0,0,0,1,3.81,0.3828,0.3553,0.8,0.2,0.59,0.63,61.9,0,0,0,16867,14931.333333333334,14931.333333333334,4,11,Student Discount,15738,764,2019,2019-11-01
1,0,0,0,0,0.0,0.289,0.3828,0.4,0.4,0.68,0.59,65.3,0,0,0,18206,16522.0,16522.0,5,11,None,16425,1173,2019,2019-11-02
1,0,0,0,1,9.71,0.2567,0.4405,0.8,0.6,0.6,0.78,51.2,0,0,0,18978,16958.666666666668,16197.0,5,11,Merchandise Giveaway,17957,699,2019,2019-11-02
1,0,0,0,1,2.14,0.4416,0.289,0.4,0.4,0.7,0.68,40.5,0,0,0,19393,18424.666666666668,18194.75,5,11,Corporate Partner Night,18213,1015,2019,2019-11-02
1,0,0,1,0,0.0,0.5598,0.4416,0.6,0.0,0.91,0.7,60.5,0,0,0,19156,19121.0,19121.0,5,11,None,19156,67,2019,2019-11-02
1,0,0,0,1,5.37,0.4111,0.2436,0.6,0.6,0.74,0.58,55.1,0,0,0,19432,17549.0,17941.5,5,11,Community Night,18793,225,2019,2019-11-02
1,0,0,1,1,5.82,0.5395,0.3273,0.4,0.6,0.97,0.66,50.7,0,0,0,19060,18576.0,18576.0,5,11,Community Night,19060,541,2019,2019-11-02
1,0,0,1,1,4.85,0.5413,0.3819,0.8,0.6,0.95,0.62,59.8,0,0,0,18064,17183.666666666668,17403.75,5,11,Student Discount,17963,383,2019,2019-11-02
1,0,0,0,1,2.62,0.3523,0.4297,0.2,0.2,0.67,0.8,63.1,0,0,0,18203,17068.333333333332,17068.333333333332,5,11,Corporate Partner Night,16837,857,2019,2019-11-02
1,0,0,1,1,2.4,0.4774,0.4416,0.4,0.2,0.84,0.7,68.5,0,0,0,19600,18057.666666666668,17474.25,6,11,Corporate Partner Night,19226,634,2019,2019-11-03
1,0,0,0,0,0.0,0.3371,0.3553,0.2,0.25,0.61,0.63,86.0,0,0,0,19077,16780.666666666668,16890.0,6,11,None,17080,160,2019,2019-11-03
1,0,0,1,0,0.0,0.4467,0.4439,0.6,0.8,0.88,0.73,62.2,0,0,0,19812,18748.666666666668,18642.2,6,11,None,17851,792,2019,2019-11-03
1,0,0,0,1,5.98,0.4468,0.4577,0.6,0.4,0.65,0.72,42.8,0,0,1,17923,16482.0,16289.25,6,11,Food Voucher,17923,476,2019,2019-11-03
1,0,0,0,0,0.0,0.5354,0.3985,0.6,0.6,0.86,0.79,43.6,0,0,0,17125,14877.666666666666,15142.75,6,11,None,14356,950,2019,2019-11-03
1,0,0,0,0,0.0,0.3985,0.4297,0.4,0.8,0.79,0.8,59.4,0,0,0,19800,16923.0,17351.5,6,11,None,17756,1108,2019,2019-11-03
1,0,0,0,0,0.0,0.4047,0.4416,0.4,0.6,0.69,0.7,43.9,0,0,0,19520,18674.333333333332,18493.6,6,11,None,17034,318,2019,2019-11-03
1,0,0,1,0,0.0,0.4577,0.5395,1.0,0.5,0.72,0.97,55.4,0,0,1,19621,18274.666666666668,17631.0,6,11,None,19012,2,2019,2019-11-03
0,0,0,0,1,2.06,0.3273,0.4577,0.2,0.0,0.66,0.72,55.4,0,0,0,20356,17562.666666666668,17308.6,1,11,Corporate Partner Night,18667,1201,2019,2019-11-05
0,0,0,0,1,4.81,0.3688,0.4405,0.6,0.2,0.71,0.78,52.0,0,0,0,18055,16020.333333333334,16093.5,1,11,Student Discount,15125,411,2019,2019-11-05
0,0,0,0,0,0.0,0.23,0.4111,0.8,0.4,0.57,0.74,51.9,0,0,0,18846,17223.0,16780.25,1,11,None,16896,885,2019,2019-11-05
0,0,0,0,0,0.0,0.2567,0.4439,0.2,0.8,0.6,0.73,45.5,0,0,0,18978,17247.666666666668,16549.0,1,11,None,16254,727,2019,2019-11-05
0,0,0,0,0,0.0,0.3923,0.4047,0.4,0.4,0.76,0.69,40.7,0,0,0,19200,16827.666666666668,16514.0,1,11,None,16819,253,2019,2019-11-05
0,0,0,0,1,3.54,0.4405,0.2567,0.8,0.5,0.78,0.6,53.0,0,0,0,17732,15145.666666666666,15624.8,1,11,Student Discount,15838,95,2019,2019-11-05
0,0,0,1,0,0.0,0.5395,0.3985,0.2,0.2,0.97,0.79,61.0,0,0,0,19060,18925.333333333332,18697.0,1,11,None,16618,569,2019,2019-11-05
0,0,0,1,1,5.56,0.3553,0.5395,0.6,0.4,0.63,0.97,61.3,0,0,0,17608,15525.666666666666,15521.0,1,11,Community Night,16655,1043,2019,2019-11-05
0,0,0,1,1,8.13,0.4467,0.4439,0.6,0.6,0.88,0.73,72.7,0,0,0,19812,18095.0,18433.4,2,11,Merchandise Giveaway,19812,820,2019,2019-11-06
0,0,0,1,1,5.32,0.4117,0.4111,0.2,0.4,0.83,0.74,59.8,0,0,0,20917,19603.333333333332,19285.75,2,11,Food Voucher,20557,188,2019,2019-11-06
0,0,0,0,1,9.94,0.5354,0.3273,0.6,0.8,0.86,0.66,38.2,0,0,0,17125,14556.0,14985.4,2,11,Merchandise Giveaway,16147,978,2019,2019-11-06
