is_weekend,is_holiday_period,rivalry_flag,nationally_televised_flag,promotion_flag,expected_promotion_lift_pct,home_team_win_pct_entering_game,away_team_win_pct_entering_game,home_team_recent_form,away_team_recent_form,home_team_popularity,away_team_popularity,temperature_f,snow_flag,severe_weather_flag,precipitation_flag,arena_capacity_feat,rolling_att_3,rolling_att_5,dow_ordinal,month,promotion_type,promotion_cost,sponsor_value_estimate,planned_avg_base_price,rolling_rev_3,rolling_rev_5,total_game_day_revenue,game_id,season,game_date
0,0,0,1,1,4.0,0.5395,0.4468,0.4,0.6,0.97,0.65,39.1,0,0,0,19060,17401.719024390244,17401.719024390244,2,10,Student Discount,3619.95,39234.45,206.38253333333336,3847971.252063415,3847971.252063415,3918075.1100000003,568,2019,2019-10-16
0,0,0,0,0,0.0,0.23,0.4468,0.6,0.6,0.57,0.65,43.5,0,0,0,18846,17401.719024390244,17401.719024390244,2,10,None,0.0,0.0,181.27186666666665,3847971.252063415,3847971.252063415,3332575.03,884,2019,2019-10-16
0,0,0,0,0,0.0,0.3553,0.4439,0.6,0.2,0.63,0.73,66.3,0,0,1,17608,17401.719024390244,17401.719024390244,2,10,None,0.0,0.0,182.49346666666668,3847971.252063415,3847971.252063415,3465587.07,1042,2019,2019-10-16
0,0,0,0,1,2.93,0.2567,0.3828,0.4,0.2,0.6,0.59,65.1,0,1,1,18978,17401.719024390244,17401.719024390244,2,10,Corporate Partner Night,4388.27,23585.89,181.88266666666667,3847971.252063415,3847971.252063415,2942187.9899999998,726,2019,2019-10-16
0,0,1,1,1,3.97,0.5413,0.5395,0.6,0.8,0.95,0.97,55.8,0,0,0,18064,17401.719024390244,17401.719024390244,2,10,Corporate Partner Night,4518.3,19519.72,231.4253333333333,3847971.252063415,3847971.252063415,4010379.16,410,2019,2019-10-16
0,0,0,0,0,0.0,0.3273,0.4111,0.4,0.4,0.66,0.74,59.9,0,0,0,20356,17401.719024390244,17401.719024390244,2,10,None,0.0,0.0,183.10426666666663,3847971.252063415,3847971.252063415,3352991.88,1200,2019,2019-10-16
0,0,0,0,0,0.0,0.5354,0.3923,0.6,0.6,0.86,0.76,53.0,0,0,0,17125,15938.0,15938.0,3,10,None,0.0,0.0,187.17626666666666,3491444.7199999997,3491444.7199999997,3338165.0200000005,977,2019,2019-10-17
0,0,0,1,1,4.41,0.4117,0.289,0.4,0.4,0.83,0.68,52.9,0,0,0,20917,17401.719024390244,17401.719024390244,3,10,Community Night,8632.2,62961.5,203.53213333333332,3847971.252063415,3847971.252063415,4009516.78,187,2019,2019-10-17
0,0,0,0,1,3.17,0.4577,0.4416,0.4,0.5,0.72,0.7,30.5,0,0,0,19621,17097.0,17097.0,3,10,Student Discount,3296.26,71755.99,184.32586666666666,3684800.45,3684800.45,3472488.49,29,2019,2019-10-17
0,0,0,0,0,0.0,0.4439,0.5354,0.6,0.6,0.73,0.86,32.3,0,0,0,19060,17401.719024390244,17401.719024390244,3,10,None,0.0,0.0,184.52946666666665,3847971.252063415,3847971.252063415,3458021.08,503,2019,2019-10-17
0,0,0,1,1,5.05,0.2436,0.5327,0.6,0.6,0.58,0.81,65.0,0,0,0,20491,17401.719024390244,17401.719024390244,3,10,Community Night,9902.0,8332.94,198.44213333333332,3847971.252063415,3847971.252063415,3801906.88,345,2019,2019-10-17
0,0,0,1,0,0.0,0.4467,0.3923,0.4,0.8,0.88,0.76,60.4,0,0,0,19812,18895.0,18895.0,3,10,None,0.0,0.0,204.55013333333332,4163827.37,4163827.37,3987878.44,819,2019,2019-10-17
0,0,0,0,1,4.89,0.4297,0.3828,0.6,0.0,0.8,0.59,52.4,0,0,0,17341,17401.719024390244,17401.719024390244,3,10,Food Voucher,11223.25,38665.07,185.95466666666667,3847971.252063415,3847971.252063415,3479298.69,661,2019,2019-10-17
0,0,0,1,0,0.0,0.3985,0.5327,0.8,0.6,0.79,0.81,80.7,0,0,0,19800,17401.719024390244,17401.719024390244,3,10,None,0.0,0.0,202.71773333333334,3847971.252063415,3847971.252063415,4100493.2,1135,2019,2019-10-17
1,0,0,0,0,0.0,0.3819,0.3523,0.2,0.6,0.62,0.67,54.7,0,0,0,17794,17401.719024390244,17401.719024390244,4,10,None,0.0,0.0,195.8632,3847971.252063415,3847971.252063415,3479485.6900000004,596,2019,2019-10-18
1,0,0,0,1,3.8,0.3828,0.3371,0.8,0.6,0.59,0.61,65.9,0,0,0,16867,17401.719024390244,17401.719024390244,4,10,Student Discount,3033.19,65069.35,195.2524,3847971.252063415,3847971.252063415,3435321.01,754,2019,2019-10-18
1,0,0,0,1,6.74,0.3273,0.3828,0.8,0.2,0.66,0.59,59.2,0,0,0,20356,15566.0,15566.0,4,10,Theme Night,20198.78,62294.78,196.67759999999998,3352991.88,3352991.88,4130109.92,1228,2019,2019-10-18
1,0,0,1,0,0.0,0.5327,0.4111,0.2,0.6,0.81,0.74,48.5,0,0,0,20478,17401.719024390244,17401.719024390244,4,10,None,0.0,0.0,216.69826666666668,3847971.252063415,3847971.252063415,4366593.8100000005,912,2019,2019-10-18
1,0,0,0,1,5.35,0.3688,0.4577,0.4,0.4,0.71,0.72,51.4,0,0,0,18055,17401.719024390244,17401.719024390244,4,10,Food Voucher,11152.4,49900.43,197.69559999999998,3847971.252063415,3847971.252063415,3707505.25,438,2019,2019-10-18
1,0,0,0,1,6.73,0.4405,0.3828,0.4,0.0,0.78,0.59,49.0,0,0,0,17732,14955.0,14955.0,4,10,Theme Night,18531.32,17458.88,199.12079999999997,3232127.27,3232127.27,3920686.31,122,2019,2019-10-18
1,0,0,0,1,8.7,0.4034,0.4111,0.6,0.4,0.75,0.74,50.1,0,0,0,18418,15325.0,15325.0,4,10,Merchandise Giveaway,19594.53,55653.14,198.51000000000002,3286746.5700000003,3286746.5700000003,4120427.8099999996,1070,2019,2019-10-18
1,0,0,0,0,0.0,0.3923,0.3553,0.6,0.6,0.76,0.63,86.9,0,0,0,19200,15573.0,15573.0,4,10,None,0.0,0.0,198.71359999999999,3353466.5900000003,3353466.5900000003,3672208.67,280,2019,2019-10-18
1,0,0,0,0,0.0,0.4416,0.289,0.4,0.4,0.7,0.68,42.9,0,0,0,19393,17401.719024390244,17401.719024390244,5,10,None,0.0,0.0,197.49200000000002,3847971.252063415,3847971.252063415,3879747.59,1005,2019,2019-10-19
1,0,0,0,1,3.3,0.4297,0.3688,0.2,0.4,0.8,0.71,70.8,0,0,0,17341,15280.0,15280.0,5,10,Student Discount,3677.76,42167.08,199.52800000000002,3479298.69,3479298.69,3541599.51,689,2019,2019-10-19
1,0,0,1,1,5.05,0.4439,0.5327,0.6,0.4,0.73,0.81,56.2,0,0,1,19060,15969.0,15969.0,5,10,Community Night,10040.65,66315.54,215.06946666666667,3458021.08,3458021.08,4248129.72,531,2019,2019-10-19
1,0,0,1,0,0.0,0.3523,0.5413,0.8,0.2,0.67,0.95,45.8,0,0,0,18203,17401.719024390244,17401.719024390244,5,10,None,0.0,0.0,213.84786666666668,3847971.252063415,3847971.252063415,3724335.0700000003,847,2019,2019-10-19
1,0,0,1,0,0.0,0.5413,0.4117,0.4,0.4,0.95,0.83,74.3,0,0,0,18064,18064.0,18064.0,5,10,None,0.0,0.0,219.54866666666666,4010379.16,4010379.16,3971138.0000000005,373,2019,2019-10-19
1,0,0,0,1,4.72,0.289,0.4297,0.4,0.6,0.68,0.8,56.8,0,0,0,18206,17401.719024390244,17401.719024390244,5,10,Community Night,8764.56,15414.35,197.08479999999997,3847971.252063415,3847971.252063415,3818354.5700000003,1163,2019,2019-10-19
1,0,0,1,1,2.62,0.5598,0.289,1.0,1.0,0.91,0.68,46.2,0,0,0,19156,17401.719024390244,17401.719024390244,5,10,Corporate Partner Night,5154.59,43524.71,218.73426666666668,3847971.252063415,3847971.252063415,4203473.77,57,2019,2019-10-19
1,0,0,0,1,9.24,0.4111,0.23,0.4,0.4,0.74,0.57,55.5,0,0,0,19432,17401.719024390244,17401.719024390244,5,10,Merchandise Giveaway,23553.9,49180.79,198.3064,3847971.252063415,3847971.252063415,4294706.16,215,2019,2019-10-19
1,0,0,1,0,0.0,0.4774,0.3553,1.0,0.4,0.84,0.63,19.5,1,0,1,19600,15724.0,15724.0,6,10,None,0.0,0.0,217.3090666666667,3325639.53,3325639.53,3996307.4299999997,624,2019,2019-10-20
1,0,0,1,1,5.86,0.5327,0.289,0.8,0.4,0.81,0.68,48.0,0,0,0,20478,19741.0,19741.0,6,10,Food Voucher,10237.8,36621.29,216.69826666666668,4366593.8100000005,4366593.8100000005,4611642.649999999,940,2019,2019-10-20
1,0,0,0,1,5.75,0.3371,0.3985,0.6,0.4,0.61,0.79,52.9,0,0,0,19077,17218.0,17218.0,6,10,Food Voucher,10600.7,11775.97,195.65959999999998,3826709.6199999996,3826709.6199999996,3968450.7700000005,150,2019,2019-10-20
1,0,0,1,1,8.33,0.4034,0.4117,0.4,0.6,0.75,0.83,60.2,0,0,0,18418,16871.5,16871.5,6,10,Merchandise Giveaway,19261.73,40174.34,215.4766666666667,3703587.19,3703587.19,4089064.6999999997,1098,2019,2019-10-20
1,0,0,0,1,8.62,0.4047,0.4034,0.6,0.2,0.69,0.75,41.8,0,0,0,19520,17288.0,17288.0,6,10,Merchandise Giveaway,23373.61,36460.95,197.2884,3682567.1500000004,3682567.1500000004,4249570.869999999,308,2019,2019-10-20
1,0,0,0,0,0.0,0.4468,0.4439,0.6,0.2,0.65,0.73,59.1,0,0,0,17923,15711.0,15711.0,6,10,None,0.0,0.0,196.47400000000002,3476769.68,3476769.68,3765601.8499999996,466,2019,2019-10-20
1,0,1,1,0,0.0,0.4467,0.5598,0.2,1.0,0.88,0.91,57.3,0,0,1,19812,18482.5,18482.5,6,10,None,0.0,0.0,243.57346666666666,4075852.9050000003,4075852.9050000003,4484758.89,782,2019,2019-10-20
0,0,0,1,0,0.0,0.5413,0.4405,0.6,0.2,0.95,0.78,54.1,0,0,0,18064,18064.0,18064.0,1,10,None,0.0,0.0,205.9753333333333,3990758.58,3990758.58,3574498.2,401,2019,2019-10-22
0,0,0,0,1,2.03,0.4111,0.3688,0.2,0.6,0.74,0.71,56.9,0,0,0,19432,19119.0,19119.0,1,10,Corporate Partner Night,5153.96,41399.27,184.73306666666664,4294706.16,4294706.16,3709788.23,243,2019,2019-10-22
0,0,0,0,1,3.11,0.2567,0.3273,0.4,0.2,0.6,0.66,40.6,0,0,0,18978,13912.0,13912.0,1,10,Corporate Partner Night,4648.34,20064.82,181.88266666666667,2942187.9899999998,2942187.9899999998,3759944.85,717,2019,2019-10-22
0,0,0,1,1,3.53,0.23,0.4117,0.8,0.4,0.57,0.83,54.9,0,0,0,18846,15452.0,15452.0,1,10,Premium Experience,31142.12,11539.38,198.23853333333335,3332575.03,3332575.03,3939927.69,875,2019,2019-10-22
0,0,0,1,0,0.0,0.5395,0.3523,0.4,0.6,0.97,0.67,48.1,0,0,0,19060,18012.0,18012.0,1,10,None,0.0,0.0,206.38253333333336,3918075.1100000003,3918075.1100000003,4079377.25,559,2019,2019-10-22
0,0,0,0,0,0.0,0.3273,0.3688,0.4,0.4,0.66,0.71,51.6,0,0,0,20356,16927.5,16927.5,1,10,None,0.0,0.0,183.10426666666663,3741550.9,3741550.9,3931473.5200000005,1191,2019,2019-10-22
0,0,0,0,1,4.7,0.3553,0.4034,0.2,0.2,0.63,0.75,41.4,0,0,0,17608,15507.0,15507.0,1,10,Student Discount,3266.37,40086.16,182.49346666666668,3465587.07,3465587.07,3392882.9899999998,1033,2019,2019-10-22
0,0,0,0,0,0.0,0.4405,0.4416,0.4,0.0,0.78,0.7,47.5,0,0,0,17732,16343.5,16343.5,1,10,None,0.0,0.0,185.54746666666665,3576406.79,3576406.79,3106255.9299999997,85,2019,2019-10-22
0,0,0,1,0,0.0,0.4774,0.5354,0.6,0.6,0.84,0.86,88.4,0,0,0,19600,16892.5,16892.5,2,10,None,0.0,0.0,203.73573333333334,3660973.4799999995,3660973.4799999995,3938891.98,652,2019,2019-10-23
0,0,0,1,1,4.73,0.4117,0.4467,0.6,0.2,0.83,0.88,47.7,0,0,0,20917,18333.0,18333.0,2,10,Community Night,9051.77,35186.66,203.53213333333332,4009516.78,4009516.78,4369584.88,178,2019,2019-10-23
0,0,1,1,0,0.0,0.4467,0.5598,0.2,1.0,0.88,0.91,39.6,0,0,0,19812,18925.666666666668,18925.666666666668,2,10,None,0.0,0.0,230.0001333333333,4212154.899999999,4212154.899999999,4425598.6899999995,810,2019,2019-10-23
0,0,0,0,0,0.0,0.4577,0.4439,0.4,0.5,0.72,0.73,41.1,0,0,0,19621,16665.5,16665.5,2,10,None,0.0,0.0,184.32586666666666,3578644.47,3578644.47,3656787.21,20,2019,2019-10-23
0,0,0,0,0,0.0,0.3985,0.3819,0.6,0.2,0.79,0.62,67.9,0,0,0,19800,18637.0,18637.0,2,10,None,0.0,0.0,185.75106666666665,4100493.2,4100493.2,3351674.98,1126,2019,2019-10-23
0,0,0,0,1,6.97,0.2436,0.3819,0.6,0.4,0.58,0.62,41.0,0,0,1,20491,17528.0,17528.0,2,10,Theme Night,15326.5,69611.13,181.47546666666665,3801906.88,3801906.88,4289898.62,336,2019,2019-10-23
0,0,0,1,0,0.0,0.4439,0.4467,0.2,0.2,0.73,0.88,45.9,0,0,1,19060,17514.5,17514.5,2,10,None,0.0,0.0,201.49613333333332,3853075.4,3853075.4,3802424.2199999997,494,2019,2019-10-23
0,0,0,0,0,0.0,0.5354,0.4297,0.6,0.4,0.86,0.8,81.4,0,0,1,17125,15629.5,15629.5,2,10,None,0.0,0.0,187.17626666666666,3414804.87,3414804.87,3041103.95,968,2019,2019-10-23
0,0,0,0,0,0.0,0.3923,0.3819,0.4,0.2,0.76,0.62,39.5,0,0,0,19200,16055.5,16055.5,3,10,None,0.0,0.0,185.14026666666663,3512837.63,3512837.63,3703755.04,271,2019,2019-10-24
0,0,0,1,0,0.0,0.3819,0.4467,1.0,0.2,0.62,0.88,29.2,1,0,1,17794,15681.0,15681.0,3,10,None,0.0,0.0,199.25653333333335,3479485.6900000004,3479485.6900000004,3551035.9499999997,587,2019,2019-10-24
0,0,0,0,0,0.0,0.3688,0.289,0.4,0.6,0.71,0.68,40.5,0,0,0,18055,16313.0,16313.0,3,10,None,0.0,0.0,184.12226666666663,3707505.25,3707505.25,3219803.7199999997,429,2019,2019-10-24
0,0,0,1,1,5.93,0.3828,0.5598,0.4,0.8,0.59,0.91,71.2,0,0,0,16867,15280.0,15280.0,3,10,Food Voucher,13754.01,73890.6,198.64573333333334,3435321.01,3435321.01,3403620.16,745,2019,2019-10-24
0,0,0,0,0,0.0,0.3273,0.4416,0.2,0.8,0.66,0.7,38.3,0,0,0,20356,17225.333333333332,17225.333333333332,3,10,None,0.0,0.0,183.10426666666663,3804858.44,3804858.44,3658653.74,1219,2019,2019-10-24
0,0,0,0,0,0.0,0.3553,0.4111,0.6,0.4,0.63,0.74,51.1,0,0,1,17608,15563.0,15563.0,3,10,None,0.0,0.0,182.49346666666668,3429235.03,3429235.03,3333497.7899999996,1061,2019,2019-10-24
0,0,0,1,0,0.0,0.4405,0.5413,0.6,0.3333,0.78,0.95,58.1,0,0,0,17732,15732.0,15732.0,3,10,None,0.0,0.0,202.51413333333332,3419689.8366666664,3419689.8366666664,3161684.64,113,2019,2019-10-24
0,0,0,1,0,0.0,0.5327,0.23,0.2,0.6,0.81,0.57,76.7,0,0,0,20478,20109.5,20109.5,3,10,None,0.0,0.0,203.12493333333333,4489118.23,4489118.23,3944139.3,903,2019,2019-10-24
1,0,0,1,0,0.0,0.4297,0.4467,0.0,0.4,0.8,0.88,35.6,0,0,0,17341,15650.0,15650.0,4,10,None,0.0,0.0,216.4946666666667,3510449.0999999996,3510449.0999999996,3651503.9400000004,680,2019,2019-10-25
1,0,0,0,1,6.52,0.2436,0.23,0.2,0.6,0.58,0.57,55.6,0,0,0,20491,18538.5,18538.5,4,10,Family Night,7313.42,60530.16,195.04879999999997,4045902.75,4045902.75,4372879.67,364,2019,2019-10-25
1,0,0,0,1,7.27,0.3523,0.2436,0.8,0.8,0.67,0.58,50.8,0,0,0,18203,16580.0,16580.0,4,10,Theme Night,19400.75,14903.78,196.8812,3724335.0700000003,3724335.0700000003,3990322.41,838,2019,2019-10-25
1,0,0,1,1,3.9,0.4416,0.5395,0.6,0.6,0.7,0.97,52.3,0,0,1,19393,17505.0,17505.0,4,10,Corporate Partner Night,5630.47,27337.87,214.4586666666667,3879747.59,3879747.59,4351498.720000001,996,2019,2019-10-25
1,0,0,0,1,4.29,0.289,0.4047,0.8,0.4,0.68,0.69,65.3,0,0,0,18206,17255.0,17255.0,4,10,Student Discount,3222.43,66929.82,197.08479999999997,3818354.5700000003,3818354.5700000003,3643098.0500000003,1154,2019,2019-10-25
1,0,1,1,0,0.0,0.5598,0.4467,0.6,1.0,0.91,0.88,49.0,0,0,1,19156,19082.0,19082.0,4,10,None,0.0,0.0,244.18426666666667,4203473.77,4203473.77,4290707.99,48,2019,2019-10-25
1,0,0,0,1,4.46,0.4111,0.3553,0.6,0.8,0.74,0.63,66.8,0,0,0,19432,18029.0,18029.0,4,10,Food Voucher,10453.87,42980.21,198.3064,4002247.1950000003,4002247.1950000003,4167945.48,206,2019,2019-10-25
1,0,0,0,1,3.67,0.4439,0.4111,1.0,1.0,0.73,0.74,95.9,0,0,0,19060,17385.333333333332,17385.333333333332,4,10,Premium Experience,25517.63,59578.53,198.10279999999997,3836191.6733333333,3836191.6733333333,3766366.5,522,2019,2019-10-25
1,0,0,0,0,0.0,0.4468,0.3828,0.4,0.4,0.65,0.59,60.0,0,0,0,17923,16188.0,16188.0,5,10,None,0.0,0.0,196.47400000000002,3621185.7649999997,3621185.7649999997,3509852.91,457,2019,2019-10-26
1,0,0,1,0,0.0,0.5327,0.3371,0.6,0.4,0.81,0.61,51.9,0,0,0,20478,19494.333333333332,19494.333333333332,5,10,None,0.0,0.0,216.69826666666668,4307458.586666667,4307458.586666667,4288528.42,931,2019,2019-10-26
1,0,0,0,1,4.83,0.4047,0.4468,0.4,0.2,0.69,0.65,35.9,0,0,1,19520,18222.5,18222.5,5,10,Student Discount,3316.93,14631.21,197.2884,3966069.01,3966069.01,3871025.6700000004,299,2019,2019-10-26
1,0,0,1,0,0.0,0.3828,0.4117,0.6,0.6,0.59,0.83,50.7,0,0,0,16867,15103.0,15103.0,5,10,None,0.0,0.0,212.2190666666667,3419470.585,3419470.585,3227174.36,773,2019,2019-10-26
1,0,0,0,1,8.11,0.3371,0.4416,0.4,0.3333,0.61,0.7,66.5,0,0,0,19077,17464.0,17464.0,5,10,Merchandise Giveaway,22901.25,11721.64,195.65959999999998,3897580.1950000003,3897580.1950000003,4084499.4400000004,141,2019,2019-10-26
1,0,0,0,0,0.0,0.3819,0.4297,0.6,0.2,0.62,0.8,53.5,0,0,0,17794,15896.0,15896.0,5,10,None,0.0,0.0,195.8632,3515260.8200000003,3515260.8200000003,3499969.4800000004,615,2019,2019-10-26
1,0,0,0,0,0.0,0.4034,0.3828,0.6,0.6,0.75,0.59,39.3,0,0,0,18418,17335.333333333332,17335.333333333332,5,10,None,0.0,0.0,198.51000000000002,3832079.6933333334,3832079.6933333334,3781563.95,1089,2019,2019-10-26
1,0,1,1,1,2.72,0.5395,0.4439,1.0,0.4,0.97,0.73,63.6,0,0,1,19060,18334.0,18334.0,6,10,Corporate Partner Night,5717.64,44260.7,245.40586666666667,3998726.18,3998726.18,4293445.56,550,2019,2019-10-27
1,0,0,1,0,0.0,0.5598,0.4405,0.6,0.5,0.91,0.78,68.7,0,0,0,19156,19103.5,19103.5,6,10,None,0.0,0.0,218.73426666666668,4247090.88,4247090.88,4248342.39,76,2019,2019-10-27
1,0,0,0,0,0.0,0.2567,0.3819,0.4,0.4,0.6,0.62,55.3,0,0,0,18978,15501.0,15501.0,6,10,None,0.0,0.0,195.45600000000002,3351066.42,3351066.42,4084664.1499999994,708,2019,2019-10-27
1,0,0,0,0,0.0,0.289,0.3371,0.8,0.6,0.68,0.61,41.1,0,0,0,18206,16838.5,16838.5,6,10,None,0.0,0.0,197.08479999999997,3730726.3100000005,3730726.3100000005,3512950.0199999996,1182,2019,2019-10-27
1,0,0,1,1,8.9,0.23,0.5327,1.0,0.4,0.57,0.81,51.2,0,0,1,18846,16530.0,16530.0,6,10,Merchandise Giveaway,19725.95,36001.29,211.81186666666667,3636251.36,3636251.36,3989274.95,866,2019,2019-10-27
1,0,0,0,0,0.0,0.4111,0.5354,0.4,0.4,0.74,0.86,38.2,0,0,0,19432,18058.0,18058.0,6,10,None,0.0,0.0,198.3064,4057479.956666667,4057479.956666667,3884551.0,234,2019,2019-10-27
1,0,0,1,0,0.0,0.5413,0.4774,0.6,0.6,0.95,0.84,58.3,0,0,1,18064,17484.666666666668,17484.666666666668,6,10,None,0.0,0.0,219.54866666666666,3852005.1200000006,3852005.1200000006,3793569.21,392,2019,2019-10-27
1,0,0,0,1,6.06,0.4416,0.3371,1.0,0.4,0.7,0.61,47.1,0,0,0,19393,18449.0,18449.0,6,10,Theme Night,16588.16,7805.04,197.49200000000002,4115623.1550000003,4115623.1550000003,4009403.11,1024,2019,2019-10-27
0,0,0,1,0,0.0,0.4467,0.3273,0.4,0.2,0.88,0.66,81.4,0,0,0,19812,19231.333333333332,19147.25,1,10,None,0.0,0.0,204.55013333333332,4299412.006666666,4265515.8475,3594534.25,801,2019,2019-10-29
0,0,0,1,0,0.0,0.4774,0.4034,0.6,0.6,0.84,0.75,60.4,0,0,1,19600,17207.666666666668,17207.666666666668,1,10,None,0.0,0.0,203.73573333333334,3753612.98,3753612.98,4065739.5300000003,643,2019,2019-10-29
0,0,0,1,1,5.4,0.4468,0.5395,0.4,0.6,0.65,0.97,57.6,0,0,0,17923,16149.0,16149.0,1,10,Food Voucher,11662.69,60150.58,199.86733333333336,3584074.813333333,3584074.813333333,3797148.9299999997,485,2019,2019-10-29
0,0,0,0,1,4.8,0.5354,0.3828,0.8,0.8,0.86,0.59,36.9,0,0,1,17125,15155.666666666666,15155.666666666666,1,10,Community Night,8775.18,48844.96,187.17626666666666,3290237.896666667,3290237.896666667,3352420.86,959,2019,2019-10-29
0,0,0,1,0,0.0,0.4577,0.4117,0.6,0.5,0.72,0.83,29.2,0,0,0,19621,16694.333333333332,16694.333333333332,1,10,None,0.0,0.0,201.29253333333335,3604692.0500000003,3604692.0500000003,4104636.2399999998,11,2019,2019-10-29
0,0,0,1,0,0.0,0.4117,0.3923,0.4,0.2,0.83,0.76,82.0,0,0,0,20917,19148.0,19148.0,1,10,None,0.0,0.0,203.53213333333332,4189550.83,4189550.83,4258195.33,169,2019,2019-10-29
0,0,0,1,1,4.76,0.4047,0.5598,0.6,0.4,0.69,0.91,46.0,0,0,0,19520,17895.0,17895.0,1,10,Student Discount,3173.42,37240.09,200.68173333333334,3934387.8966666665,3934387.8966666665,4236506.66,327,2019,2019-10-29
0,0,0,0,0,0.0,0.3985,0.3688,0.4,0.4,0.79,0.71,25.5,0,0,0,19800,17008.5,17008.5,1,10,None,0.0,0.0,185.75106666666665,3726084.09,3726084.09,3814468.0299999993,1117,2019,2019-10-29
0,0,0,0,1,3.02,0.3688,0.3553,0.4,0.8,0.71,0.63,40.0,0,0,0,18055,15540.0,15540.0,2,10,Premium Experience,31919.74,38380.77,184.12226666666663,3463654.485,3463654.485,3739602.3000000003,420,2019,2019-10-30
0,0,0,0,1,5.82,0.4405,0.3923,0.6,0.0,0.78,0.76,35.4,0,0,0,17732,15508.0,15369.75,2,10,Food Voucher,10444.5,8131.13,185.54746666666665,3396208.9600000004,3355188.5375,3784266.3,104,2019,2019-10-30
0,0,0,0,0,0.0,0.2567,0.3371,0.6,0.4,0.6,0.61,63.9,0,0,0,18978,16409.666666666668,16409.666666666668,2,10,None,0.0,0.0,181.88266666666667,3595598.996666666,3595598.996666666,3366532.3,736,2019,2019-10-30
0,0,0,1,1,5.44,0.3273,0.5598,0.4,0.8,0.66,0.91,46.8,0,0,0,20356,17575.666666666668,17073.25,2,10,Community Night,7663.51,27782.66,200.07093333333333,3906745.7266666666,3768307.265,3987070.37,1210,2019,2019-10-30
0,0,0,0,0,0.0,0.3923,0.3688,0.2,0.6,0.76,0.71,71.9,0,0,0,19200,16243.0,16243.0,2,10,None,0.0,0.0,185.14026666666663,3576476.766666667,3576476.766666667,3814833.5500000003,262,2019,2019-10-30
0,0,0,0,1,3.35,0.23,0.2567,0.6,0.4,0.57,0.6,59.8,0,0,0,18846,16947.333333333332,16947.333333333332,2,10,Corporate Partner Night,4412.67,55429.0,181.27186666666665,3753925.89,3753925.89,3549324.05,894,2019,2019-10-30
