game_id,temperature_f,precipitation_flag,snow_flag,severe_weather_flag,weather_condition
80,11.0,False,False,False,Clear
81,31.9,True,True,False,Snow
82,13.8,True,True,False,Snow
83,79.2,False,False,False,Clear
84,65.8,False,False,False,Clear
85,47.5,False,False,False,Clear
86,77.9,True,False,False,Rain
87,48.6,True,False,False,Rain/Cold
88,22.7,False,False,False,Clear
89,26.8,False,False,False,Clear
90,40.3,False,False,False,Clear
91,23.7,False,False,False,Clear
92,41.5,False,False,False,Clear
93,46.8,False,False,False,Clear
94,38.1,False,False,False,Clear
95,53.0,False,False,False,Clear
96,63.9,False,False,False,Clear
97,28.5,False,False,False,Clear
98,28.4,False,False,False,Clear
99,47.8,False,False,False,Clear
100,8.8,False,False,False,Clear
101,60.1,False,False,False,Clear
102,48.9,False,False,False,Clear
103,73.0,False,False,False,Clear
104,35.4,False,False,False,Clear
105,49.3,False,False,False,Clear
106,26.6,True,True,False,Snow
107,45.4,False,False,False,Clear
108,28.4,False,False,False,Clear
109,37.1,False,False,False,Clear
110,23.4,False,False,False,Clear
111,53.0,False,False,False,Clear
112,44.4,False,False,False,Clear
113,58.1,False,False,False,Clear
114,60.4,False,False,False,Clear
115,27.5,False,False,False,Clear
116,38.9,False,False,False,Clear
117,43.7,False,False,False,Clear
118,24.5,False,False,False,Clear
119,24.3,False,False,False,Clear
120,52.3,False,False,False,Clear
121,60.6,True,False,False,Rain
122,49.0,False,False,False,Clear
123,66.2,True,False,False,Rain
124,81.3,False,False,False,Clear
125,30.1,False,False,False,Clear
126,43.7,False,False,False,Clear
127,39.2,True,False,False,Rain/Cold
128,42.9,False,False,False,Clear
129,48.4,False,False,False,Clear
130,32.2,True,True,False,Snow
131,56.6,False,False,False,Clear
132,71.7,False,False,False,Clear
133,68.4,False,False,False,Clear
134,37.5,True,False,False,Rain/Cold
135,28.5,False,False,False,Clear
136,18.8,False,False,False,Clear
137,38.9,True,False,False,Rain/Cold
138,40.2,False,False,False,Clear
139,46.3,True,False,False,Rain/Cold
140,65.4,False,False,False,Clear
141,66.5,False,False,False,Clear
142,30.8,False,False,False,Clear
143,35.9,False,False,False,Clear
144,30.2,False,False,False,Clear
145,29.3,False,False,False,Clear
146,13.3,True,True,False,Snow
147,54.3,False,False,False,Clear
148,59.8,True,False,False,Rain
149,56.2,False,False,False,Clear
150,52.9,False,False,False,Clear
151,48.7,False,False,False,Clear
152,30.8,False,False,False,Clear
153,29.0,True,False,False,Rain/Cold
154,39.6,False,False,False,Clear
155,41.6,False,False,False,Clear
156,46.8,False,False,False,Clear
157,70.3,False,False,False,Clear
158,61.9,True,False,False,Rain
159,31.2,False,False,False,Clear
160,86.0,False,False,False,Hot/Sunny
161,60.3,False,False,False,Clear
162,32.7,True,False,False,Rain/Cold
163,39.1,False,False,False,Clear
164,32.3,False,False,False,Clear
165,26.5,False,False,False,Clear
166,41.3,False,False,False,Clear
167,36.8,False,False,False,Clear
168,32.8,True,True,False,Snow
169,82.0,False,False,False,Clear
170,76.1,False,False,False,Clear
171,20.9,False,False,False,Clear
172,21.0,True,True,False,Snow
173,18.4,False,False,False,Clear
174,39.5,False,False,False,Clear
175,31.3,True,True,False,Snow
176,39.6,False,False,False,Clear
177,50.9,False,False,False,Clear
178,47.7,False,False,False,Clear
179,56.5,False,False,False,Clear
180,54.1,False,False,False,Clear
181,24.6,True,False,False,Rain/Cold
182,42.3,True,False,False,Rain/Cold
183,35.8,False,False,False,Clear
184,26.1,False,False,False,Clear
185,61.1,True,False,False,Rain
186,49.1,False,False,False,Clear
187,52.9,False,False,False,Clear
188,59.8,False,False,False,Clear
189,36.9,False,False,False,Clear
190,30.9,False,False,False,Clear
191,5.0,True,True,False,Snow
192,11.9,False,False,False,Clear
193,5.0,False,False,False,Clear
194,57.3,False,False,False,Clear
195,27.3,True,False,False,Rain/Cold
196,44.3,False,False,False,Clear
197,58.9,False,False,False,Clear
198,42.2,False,False,False,Clear
199,20.9,False,False,False,Clear
200,37.6,False,False,False,Clear
201,45.4,False,False,False,Clear
202,41.5,False,False,False,Clear
203,34.6,True,False,False,Rain/Cold
204,56.8,False,False,False,Clear
205,47.6,False,False,False,Clear
206,66.8,False,False,False,Clear
207,39.8,False,False,False,Clear
208,21.9,False,False,False,Clear
209,30.9,False,False,False,Clear
210,24.8,False,False,False,Clear
211,26.0,False,False,False,Clear
212,43.1,True,False,False,Rain/Cold
213,52.1,False,False,False,Clear
214,24.8,False,False,False,Clear
215,55.5,False,False,False,Clear
216,32.0,True,True,True,Severe Storm
217,36.9,False,False,False,Clear
218,29.1,False,False,False,Clear
219,5.3,False,False,False,Clear
220,32.0,True,False,False,Rain/Cold
221,46.5,False,False,False,Clear
222,70.4,False,False,False,Clear
223,62.3,False,False,False,Clear
224,34.0,True,True,False,Snow
225,55.1,False,False,False,Clear
226,58.5,False,False,False,Clear
227,18.0,True,False,True,Severe Storm
228,6.6,True,True,False,Snow
229,14.2,True,True,False,Snow
230,27.5,False,False,False,Clear
231,43.6,False,False,False,Clear
232,65.5,False,False,False,Clear
233,45.4,False,False,False,Clear
234,38.2,False,False,False,Clear
235,58.5,False,False,False,Clear
236,14.9,False,False,False,Clear
237,48.3,False,False,False,Clear
238,31.5,False,False,False,Clear
239,47.9,False,False,False,Clear
240,17.8,False,False,False,Clear
241,49.4,False,False,False,Clear
242,96.9,True,False,False,Rain
243,56.9,False,False,False,Clear
244,55.4,True,False,False,Rain
245,54.2,False,False,False,Clear
246,11.5,True,False,False,Rain/Cold
247,26.3,True,False,False,Rain/Cold
248,41.9,False,False,False,Clear
249,29.9,False,False,False,Clear
250,66.9,False,False,False,Clear
251,43.9,False,False,False,Clear
252,40.4,False,False,False,Clear
253,40.7,False,False,False,Clear
254,36.3,True,False,False,Rain/Cold
255,13.8,True,True,False,Snow
256,7.5,False,False,False,Clear
257,20.0,False,False,False,Clear
258,29.2,False,False,False,Clear
259,40.9,False,False,False,Clear
260,31.0,False,False,False,Clear
261,67.7,False,False,False,Clear
262,71.9,False,False,False,Clear
263,62.7,True,False,False,Rain
264,15.1,False,False,False,Clear
265,50.7,False,False,False,Clear
266,37.1,True,False,False,Rain/Cold
267,26.7,True,True,False,Snow
268,35.7,True,False,False,Rain/Cold
269,46.1,False,False,False,Clear
270,62.4,False,False,False,Clear
271,39.5,False,False,False,Clear
272,59.7,False,False,False,Clear
273,37.3,False,False,False,Clear
274,8.2,False,False,False,Clear
275,7.4,False,False,False,Clear
276,42.2,False,False,False,Clear
277,36.1,False,False,False,Clear
278,63.9,False,False,False,Clear
279,66.4,False,False,False,Clear
280,86.9,False,False,False,Hot/Sunny
281,59.7,False,False,False,Clear
282,74.4,False,False,False,Clear
283,50.2,False,False,False,Clear
284,25.1,True,True,False,Snow
285,36.6,False,False,False,Clear
286,37.4,False,False,False,Clear
287,79.9,False,False,False,Clear
288,38.2,False,False,False,Clear
289,72.7,False,False,False,Clear
290,69.6,False,False,False,Clear
291,53.9,False,False,False,Clear
292,29.3,False,False,False,Clear
293,34.3,False,False,False,Clear
294,34.6,False,False,False,Clear
295,15.4,False,False,False,Clear
296,18.9,True,True,True,Severe Storm
297,42.3,False,False,False,Clear
298,17.6,True,True,False,Snow
299,35.9,True,False,False,Rain/Cold
300,62.8,False,False,False,Clear
301,26.9,True,False,False,Rain/Cold
302,37.4,False,False,False,Clear
303,20.8,False,False,False,Clear
304,38.9,False,False,False,Clear
305,9.8,False,False,False,Clear
306,34.8,True,True,False,Snow
307,74.2,False,False,False,Clear
308,41.8,False,False,False,Clear
309,62.1,False,False,False,Clear
310,52.4,False,False,False,Clear
311,16.7,False,False,False,Clear
312,21.9,False,False,False,Clear
313,31.1,False,False,False,Clear
314,23.8,False,False,False,Clear
315,39.9,False,False,False,Clear
316,44.8,True,False,False,Rain/Cold
317,46.9,False,False,False,Clear
318,43.9,False,False,False,Clear
319,52.1,False,False,False,Clear
320,39.9,False,False,False,Clear
321,24.1,False,False,False,Clear
322,29.4,True,False,False,Rain/Cold
323,30.9,False,False,False,Clear
324,54.8,False,False,False,Clear
325,38.1,False,False,False,Clear
326,38.5,False,False,False,Clear
327,46.0,False,False,False,Clear
328,59.2,False,False,False,Clear
329,5.0,False,False,False,Clear
330,35.4,False,False,False,Clear
331,21.2,False,False,False,Clear
332,25.0,False,False,False,Clear
333,19.8,False,False,False,Clear
334,62.1,False,False,False,Clear
335,65.3,False,False,False,Clear
336,41.0,True,False,False,Rain/Cold
337,56.6,False,False,False,Clear
338,22.0,True,False,False,Rain/Cold
339,32.1,True,False,False,Rain/Cold
340,12.3,True,False,False,Rain/Cold
341,29.8,False,False,False,Clear
342,20.3,False,False,False,Clear
343,34.1,False,False,False,Clear
344,47.1,True,False,False,Rain/Cold
345,65.0,False,False,False,Clear
346,28.5,True,False,False,Rain/Cold
347,61.8,False,False,False,Clear
348,36.7,False,False,False,Clear
349,52.4,False,False,False,Clear
350,43.7,False,False,False,Clear
351,21.0,True,True,True,Severe Storm
352,64.6,False,False,False,Clear
353,62.0,True,False,False,Rain
354,60.4,False,False,False,Clear
355,36.9,False,False,False,Clear
356,38.7,False,False,False,Clear
357,29.4,False,False,False,Clear
358,12.8,False,False,False,Clear
359,32.0,False,False,False,Clear
360,32.6,True,True,False,Snow
361,26.7,False,False,False,Clear
362,57.2,False,False,False,Clear
363,40.5,False,False,False,Clear
364,55.6,False,False,False,Clear
365,59.2,False,False,False,Clear
366,41.0,False,False,False,Clear
367,22.6,False,False,False,Clear
368,33.0,True,True,False,Snow
369,25.2,True,True,False,Snow
370,34.9,True,False,False,Rain/Cold
371,61.8,False,False,False,Clear
372,70.0,True,False,False,Rain
373,74.3,False,False,False,Clear
374,62.6,False,False,False,Clear
375,33.7,True,True,False,Snow
376,24.9,False,False,False,Clear
377,27.7,True,True,False,Snow
378,33.5,True,False,False,Rain/Cold
379,38.8,True,False,False,Rain/Cold
380,63.3,True,False,False,Rain
381,83.8,False,False,False,Clear
382,64.0,False,False,False,Clear
383,59.8,False,False,False,Clear
384,39.8,False,False,False,Clear
385,5.0,False,False,False,Clear
386,32.7,False,False,False,Clear
387,27.7,False,False,False,Clear
388,13.3,True,True,False,Snow
389,25.4,True,True,False,Snow
390,39.2,False,False,False,Clear
391,28.6,True,False,False,Rain/Cold
392,58.3,True,False,False,Rain
393,65.6,False,False,False,Clear
394,34.2,False,False,False,Clear
395,43.4,False,False,False,Clear
396,27.4,False,False,False,Clear
397,5.0,False,False,False,Clear
398,35.1,False,False,False,Clear
399,54.4,False,False,False,Clear
400,65.7,False,False,False,Clear
401,54.1,False,False,False,Clear
402,46.6,False,False,False,Clear
403,37.9,True,False,False,Rain/Cold
404,37.6,True,False,False,Rain/Cold
405,30.6,True,True,False,Snow
406,27.4,False,False,False,Clear
407,16.2,True,True,False,Snow
408,45.2,False,False,False,Clear
409,45.5,True,False,False,Rain/Cold
410,55.8,False,False,False,Clear
411,52.0,False,False,False,Clear
412,62.5,False,False,False,Clear
413,30.2,False,False,False,Clear
414,34.6,False,False,False,Clear
415,12.9,False,False,False,Clear
416,8.6,False,False,False,Clear
417,47.3,False,False,False,Clear
418,54.5,False,False,False,Clear
419,59.8,False,False,False,Clear
420,40.0,False,False,False,Clear
421,61.9,False,False,False,Clear
422,44.3,False,False,False,Clear
423,26.4,False,False,False,Clear
424,11.5,True,True,False,Snow
425,27.1,False,False,False,Clear
426,30.9,True,False,False,Rain/Cold
427,55.4,False,False,False,Clear
428,33.4,False,False,False,Clear
429,40.5,False,False,False,Clear
430,36.8,False,False,False,Clear
431,39.5,False,False,False,Clear
432,29.9,False,False,False,Clear
433,20.5,False,False,False,Clear
434,42.0,False,False,False,Clear
435,36.9,False,False,False,Clear
436,53.5,False,False,False,Clear
437,41.5,False,False,False,Clear
438,51.4,False,False,False,Clear
439,71.9,False,False,False,Clear
440,30.5,False,False,False,Clear
441,33.8,False,False,False,Clear
442,43.0,False,False,False,Clear
443,21.0,False,False,False,Clear
444,45.7,False,False,False,Clear
445,56.8,True,False,False,Rain
446,21.1,True,False,False,Rain/Cold
447,40.3,False,False,False,Clear
448,59.2,True,False,False,Rain
449,49.9,False,False,False,Clear
450,17.5,False,False,False,Clear
451,18.2,False,False,False,Clear
452,24.9,True,True,False,Snow
453,30.8,False,False,False,Clear
454,15.4,False,False,False,Clear
455,58.3,False,False,False,Clear
456,55.4,False,False,False,Clear
457,60.0,False,False,False,Clear
458,64.5,False,False,False,Clear
459,16.3,True,False,False,Rain/Cold
460,39.7,True,False,False,Rain/Cold
461,49.4,False,False,False,Clear
462,23.4,True,True,False,Snow
463,36.4,False,False,False,Clear
464,34.7,False,False,False,Clear
465,60.9,False,False,False,Clear
466,59.1,False,False,False,Clear
467,49.3,False,False,False,Clear
468,54.8,False,False,False,Clear
469,48.6,False,False,False,Clear
470,5.0,False,False,False,Clear
471,22.6,False,False,False,Clear
472,21.1,False,False,False,Clear
473,68.1,True,False,False,Rain
474,25.9,False,False,False,Clear
475,64.5,False,False,False,Clear
476,42.8,True,False,False,Rain/Cold
477,58.3,False,False,False,Clear
478,10.1,False,False,False,Clear
479,21.3,False,False,False,Clear
480,19.0,True,True,False,Snow
481,13.3,False,False,False,Clear
482,22.3,True,False,False,Rain/Cold
483,50.2,False,False,False,Clear
484,32.6,True,True,False,Snow
485,57.6,False,False,False,Clear
486,36.4,False,False,False,Clear
487,42.0,True,False,True,Severe Storm
488,22.2,True,False,False,Rain/Cold
489,28.7,False,False,False,Clear
490,28.3,False,False,False,Clear
491,40.4,False,False,False,Clear
492,57.0,False,False,False,Clear
493,41.8,False,False,False,Clear
494,45.9,True,False,False,Rain/Cold
495,31.4,False,False,False,Clear
496,26.7,True,True,False,Snow
497,23.8,False,False,False,Clear
498,19.9,True,True,False,Snow
499,52.7,False,False,False,Clear
500,30.0,False,False,False,Clear
501,48.0,False,False,False,Clear
502,48.0,False,False,False,Clear
503,32.3,False,False,False,Clear
504,80.0,False,False,False,Clear
505,64.5,False,False,False,Clear
506,46.8,False,False,False,Clear
507,27.5,True,False,False,Rain/Cold
508,21.2,False,False,False,Clear
509,12.1,False,False,False,Clear
510,50.9,False,False,False,Clear
511,34.1,False,False,False,Clear
512,39.2,False,False,False,Clear
513,53.5,False,False,False,Clear
514,30.2,False,False,False,Clear
515,22.9,False,False,False,Clear
516,36.5,True,False,False,Rain/Cold
517,39.9,False,False,False,Clear
518,41.2,False,False,False,Clear
519,26.1,True,True,False,Snow
520,61.1,False,False,False,Clear
521,76.3,False,False,False,Clear
522,95.9,False,False,False,Hot/Sunny
523,52.5,False,False,False,Clear
524,18.7,False,False,False,Clear
525,58.7,False,False,False,Clear
526,30.9,True,False,False,Rain/Cold
527,33.3,True,False,False,Rain/Cold
528,25.4,False,False,False,Clear
529,57.1,True,False,False,Rain
530,63.7,False,False,False,Clear
531,56.2,True,False,False,Rain
532,59.7,False,False,False,Clear
533,47.4,False,False,False,Clear
534,41.3,False,False,False,Clear
535,28.2,False,False,False,Clear
536,44.1,False,False,False,Clear
537,33.2,False,False,False,Clear
538,42.0,False,False,False,Clear
539,58.0,False,False,False,Clear
540,47.3,False,False,False,Clear
541,50.7,False,False,False,Clear
542,45.5,False,False,False,Clear
543,32.0,False,False,False,Clear
544,46.4,False,False,False,Clear
545,25.4,False,False,False,Clear
546,19.4,False,False,False,Clear
547,11.9,True,False,False,Rain/Cold
548,38.4,False,False,False,Clear
549,50.5,False,False,False,Clear
550,63.6,True,False,False,Rain
551,28.7,True,True,False,Snow
552,37.8,False,False,False,Clear
553,47.0,False,False,False,Clear
554,19.4,True,True,False,Snow
555,45.3,False,False,False,Clear
556,44.2,False,False,False,Clear
557,29.0,False,False,False,Clear
558,59.3,False,False,False,Clear
559,48.1,False,False,False,Clear
560,57.2,False,False,False,Clear
561,75.8,True,False,False,Rain
562,38.2,False,False,False,Clear
563,13.8,False,False,False,Clear
564,32.3,False,False,False,Clear
565,31.4,False,False,False,Clear
566,31.6,True,True,True,Severe Storm
567,57.7,False,False,False,Clear
568,39.1,False,False,False,Clear
569,61.0,False,False,False,Clear
570,42.1,False,False,False,Clear
571,25.9,False,False,False,Clear
572,46.3,False,False,False,Clear
573,22.7,True,False,False,Rain/Cold
574,23.9,False,False,False,Clear
575,58.9,False,False,False,Clear
576,47.5,False,False,False,Clear
577,75.3,True,False,False,Rain
578,67.8,False,False,False,Clear
579,49.8,False,False,False,Clear
580,32.6,True,True,True,Severe Storm
581,10.1,True,True,False,Snow
582,31.6,False,False,False,Clear
583,21.9,False,False,False,Clear
584,5.0,False,False,False,Clear
585,48.6,False,False,False,Clear
586,62.6,False,False,False,Clear
587,29.2,True,True,False,Snow
588,41.0,True,False,False,Rain/Cold
589,24.3,False,False,False,Clear
590,43.0,False,False,False,Clear
591,5.0,False,False,False,Clear
592,40.6,True,False,False,Rain/Cold
593,45.9,False,False,False,Clear
594,56.0,True,False,False,Rain
595,73.1,False,False,False,Clear
596,54.7,False,False,False,Clear
597,73.6,False,False,False,Clear
598,24.1,True,False,True,Severe Storm
599,26.6,False,False,False,Clear
600,24.2,False,False,False,Clear
601,20.3,False,False,False,Clear
602,42.6,False,False,False,Clear
603,50.9,False,False,False,Clear
604,48.0,True,False,False,Rain/Cold
605,51.9,False,False,False,Clear
606,52.6,False,False,False,Clear
607,72.6,False,False,False,Clear
608,17.5,True,False,False,Rain/Cold
609,18.1,False,False,False,Clear
610,32.7,True,True,False,Snow
611,23.2,True,False,False,Rain/Cold
612,9.8,False,False,False,Clear
613,46.7,False,False,False,Clear
614,66.2,False,False,False,Clear
615,53.5,False,False,False,Clear
616,42.9,True,False,False,Rain/Cold
617,15.0,True,True,False,Snow
618,21.6,False,False,False,Clear
619,30.7,True,False,False,Rain/Cold
620,45.7,False,False,False,Clear
621,28.7,True,True,False,Snow
622,64.2,False,False,False,Clear
623,43.4,False,False,False,Clear
624,19.5,True,True,False,Snow
625,29.3,False,False,False,Clear
626,69.8,False,False,False,Clear
627,27.1,True,True,False,Snow
628,38.4,True,False,False,Rain/Cold
629,45.1,False,False,False,Clear
630,33.3,False,False,False,Clear
631,37.7,False,False,False,Clear
632,51.7,False,False,False,Clear
633,32.5,True,True,False,Snow
634,68.5,False,False,False,Clear
635,59.5,False,False,False,Clear
636,31.0,False,False,False,Clear
637,27.6,False,False,False,Clear
638,35.8,False,False,False,Clear
639,33.4,False,False,False,Clear
640,59.7,True,False,False,Rain
641,66.5,False,False,False,Clear
642,51.2,True,False,False,Rain
643,60.4,True,False,False,Rain
644,65.3,False,False,False,Clear
645,29.2,True,True,False,Snow
646,32.7,False,False,False,Clear
647,35.4,False,False,False,Clear
648,9.0,True,True,False,Snow
649,15.2,True,True,False,Snow
650,67.3,False,False,False,Clear
651,69.2,True,False,False,Rain
652,88.4,False,False,False,Hot/Sunny
653,95.3,False,False,False,Hot/Sunny
654,16.8,True,True,False,Snow
655,32.0,False,False,False,Clear
656,35.3,False,False,False,Clear
657,16.4,False,False,False,Clear
658,52.7,False,False,False,Clear
659,53.2,False,False,False,Clear
660,50.4,False,False,False,Clear
661,52.4,False,False,False,Clear
662,40.3,False,False,False,Clear
663,33.0,False,False,False,Clear
664,48.7,False,False,False,Clear
665,52.0,False,False,False,Clear
666,37.4,False,False,False,Clear
667,28.0,False,False,False,Clear
668,51.0,False,False,False,Clear
669,60.9,False,False,False,Clear
670,33.7,False,False,False,Clear
671,30.0,False,False,False,Clear
672,82.0,False,False,False,Clear
673,26.9,True,False,False,Rain/Cold
674,32.0,False,False,False,Clear
675,39.9,False,False,False,Clear
676,30.2,False,False,False,Clear
677,17.6,False,False,False,Clear
678,57.5,True,False,False,Rain
679,69.5,False,False,False,Clear
680,35.6,False,False,False,Clear
681,79.0,False,False,False,Clear
682,48.7,True,False,False,Rain/Cold
683,5.0,False,False,False,Clear
684,25.5,True,False,False,Rain/Cold
685,9.5,False,False,False,Clear
686,24.9,False,False,False,Clear
687,51.0,False,False,False,Clear
688,48.1,True,False,False,Rain/Cold
689,70.8,False,False,False,Clear
690,64.4,False,False,False,Clear
691,61.8,False,False,False,Clear
692,21.9,True,True,False,Snow
693,17.4,False,False,False,Clear
694,38.3,False,False,False,Clear
695,5.0,True,False,False,Rain/Cold
696,61.6,False,False,False,Clear
697,65.7,False,False,False,Clear
698,69.9,False,False,False,Clear
699,51.2,False,False,False,Clear
700,40.5,False,False,False,Clear
701,29.0,True,True,False,Snow
702,19.7,False,False,False,Clear
703,30.8,False,False,False,Clear
704,34.7,False,False,False,Clear
705,32.7,True,False,False,Rain/Cold
706,65.7,False,False,False,Clear
707,47.9,False,False,False,Clear
708,55.3,False,False,False,Clear
709,58.9,False,False,False,Clear
710,30.5,False,False,False,Clear
711,39.7,False,False,False,Clear
712,42.9,False,False,False,Clear
713,5.0,False,False,False,Clear
714,36.7,False,False,False,Clear
715,67.1,True,False,False,Rain
716,35.6,False,False,False,Clear
717,40.6,False,False,False,Clear
718,51.5,False,False,False,Clear
719,17.3,False,False,False,Clear
720,25.2,False,False,False,Clear
721,18.5,True,True,False,Snow
722,9.3,True,True,False,Snow
723,21.2,False,False,False,Clear
724,72.5,True,False,False,Rain
725,57.3,False,False,False,Clear
726,65.1,True,False,True,Severe Storm
727,45.5,False,False,False,Clear
728,31.9,False,False,False,Clear
729,5.0,False,False,False,Clear
730,32.4,False,False,False,Clear
731,33.9,True,True,False,Snow
732,23.5,True,True,False,Snow
733,63.3,True,False,False,Rain
734,71.1,False,False,False,Clear
735,41.1,True,False,False,Rain/Cold
736,63.9,False,False,False,Clear
737,24.1,True,False,False,Rain/Cold
738,37.8,False,False,False,Clear
739,35.4,False,False,False,Clear
740,25.6,True,True,False,Snow
741,13.2,False,False,False,Clear
742,61.2,False,False,False,Clear
743,71.4,False,False,False,Clear
744,68.1,False,False,False,Clear
745,71.2,False,False,False,Clear
746,28.8,False,False,False,Clear
747,26.7,False,False,False,Clear
748,16.0,False,False,False,Clear
749,26.8,False,False,False,Clear
750,49.4,False,False,False,Clear
751,22.6,False,False,False,Clear
752,88.9,False,False,False,Hot/Sunny
753,71.7,True,False,False,Rain
754,65.9,False,False,False,Clear
755,60.6,False,False,False,Clear
756,52.2,False,False,False,Clear
757,41.4,False,False,False,Clear
758,17.9,False,False,False,Clear
759,39.4,False,False,False,Clear
760,20.3,False,False,False,Clear
761,49.0,True,False,False,Rain/Cold
762,33.2,False,False,False,Clear
763,32.0,False,False,False,Clear
764,61.9,False,False,False,Clear
765,68.6,False,False,False,Clear
766,37.6,True,False,False,Rain/Cold
767,43.3,False,False,False,Clear
768,38.4,False,False,False,Clear
769,25.4,False,False,False,Clear
770,22.3,False,False,False,Clear
771,34.0,False,False,False,Clear
772,49.0,False,False,False,Clear
773,50.7,False,False,False,Clear
774,44.4,False,False,False,Clear
775,48.0,False,False,False,Clear
776,39.8,False,False,False,Clear
777,43.5,False,False,False,Clear
778,33.2,True,False,False,Rain/Cold
779,27.2,True,False,False,Rain/Cold
780,55.5,True,False,False,Rain
781,62.1,False,False,False,Clear
782,57.3,True,False,False,Rain
783,52.2,False,False,False,Clear
784,64.5,False,False,False,Clear
785,24.4,False,False,False,Clear
786,33.2,True,False,False,Rain/Cold
787,27.9,True,False,False,Rain/Cold
788,22.9,True,True,False,Snow
789,40.8,False,False,False,Clear
790,44.8,False,False,False,Clear
791,55.0,False,False,False,Clear
792,62.2,False,False,False,Clear
793,59.0,False,False,False,Clear
794,15.7,True,True,False,Snow
795,39.0,False,False,False,Clear
796,20.5,False,False,False,Clear
797,11.9,False,False,False,Clear
798,47.1,False,False,False,Clear
799,48.7,False,False,False,Clear
800,35.9,False,False,False,Clear
801,81.4,False,False,False,Clear
802,48.8,False,False,False,Clear
803,37.0,False,False,False,Clear
804,10.5,False,False,False,Clear
805,24.7,True,True,False,Snow
806,44.7,False,False,False,Clear
807,33.0,True,False,False,Rain/Cold
808,38.2,False,False,False,Clear
809,67.6,False,False,False,Clear
810,39.6,False,False,False,Clear
811,82.1,False,False,False,Clear
812,45.6,True,False,False,Rain/Cold
813,34.3,False,False,False,Clear
814,30.1,False,False,False,Clear
815,34.5,True,False,False,Rain/Cold
816,37.4,False,False,False,Clear
817,51.6,False,False,False,Clear
818,41.5,False,False,False,Clear
819,60.4,False,False,False,Clear
820,72.7,False,False,False,Clear
821,45.5,False,False,False,Clear
822,38.6,True,False,False,Rain/Cold
823,30.2,False,False,False,Clear
824,60.1,False,False,False,Clear
825,30.5,True,False,False,Rain/Cold
826,79.6,False,False,False,Clear
827,23.4,False,False,False,Clear
828,73.5,False,False,False,Clear
829,53.8,True,False,False,Rain
830,56.4,False,False,False,Clear
831,34.8,False,False,False,Clear
832,48.3,False,False,False,Clear
833,44.2,False,False,False,Clear
834,19.3,False,False,False,Clear
835,34.2,False,False,False,Clear
836,53.8,False,False,False,Clear
837,55.9,False,False,False,Clear
838,50.8,False,False,False,Clear
839,60.0,False,False,False,Clear
840,25.6,True,True,False,Snow
841,31.3,True,False,False,Rain/Cold
842,32.4,False,False,False,Clear
843,20.5,False,False,False,Clear
844,11.5,True,False,False,Rain/Cold
845,66.7,False,False,False,Clear
846,57.5,False,False,False,Clear
