concession_id,game_id,category,units_sold,avg_unit_price,gross_revenue,estimated_cost,gross_margin,per_cap_spend,recommended_inventory_units
195,39,Premium Dining,13735,35.0,480736.04,192294.42,288441.62,24.5,16482
196,40,Food,13850,12.0,166200.98,63156.37,103044.61,10.25,15235
197,40,Beverage,15605,9.0,140452.22,30899.49,109552.73,8.66,17165
198,40,Snacks,13857,6.0,83143.41,24943.02,58200.39,5.13,15242
199,40,Combo Meals,13383,18.0,240900.39,84315.14,156585.25,14.85,14721
200,40,Premium Dining,11723,35.0,410334.03,164133.61,246200.42,25.29,12895
201,41,Food,14245,12.0,170946.94,64959.84,105987.1,10.12,15669
202,41,Beverage,17160,9.0,154441.76,33977.19,120464.57,9.14,18876
203,41,Snacks,13792,6.0,82752.33,24825.7,57926.63,4.9,15171
204,41,Combo Meals,14338,18.0,258098.89,90334.61,167764.28,15.28,15771
205,41,Premium Dining,12337,35.0,431817.04,172726.82,259090.22,25.56,13570
206,42,Food,19715,12.0,236581.28,89900.89,146680.39,12.35,23658
207,42,Beverage,22837,9.0,205536.42,45218.01,160318.41,10.73,27404
208,42,Snacks,17177,6.0,103063.88,30919.16,72144.72,5.38,20612
209,42,Combo Meals,20500,18.0,369016.39,129155.74,239860.65,19.26,24600
210,42,Premium Dining,15688,35.0,549108.04,219643.22,329464.82,28.67,18825
211,43,Food,16348,12.0,196181.74,74549.06,121632.68,11.06,18800
212,43,Beverage,18511,9.0,166603.68,36652.81,129950.87,9.39,21287
213,43,Snacks,15113,6.0,90682.49,27204.75,63477.74,5.11,17379
214,43,Combo Meals,16843,18.0,303177.58,106112.15,197065.43,17.09,19369
215,43,Premium Dining,12778,35.0,447230.26,178892.1,268338.16,25.22,14694
216,44,Food,18835,12.0,226030.18,85891.47,140138.71,11.8,22602
217,44,Beverage,19835,9.0,178521.45,39274.72,139246.73,9.32,23802
218,44,Snacks,16593,6.0,99559.86,29867.96,69691.9,5.2,19911
219,44,Combo Meals,18888,18.0,339991.54,118997.04,220994.5,17.75,22665
220,44,Premium Dining,14733,35.0,515670.61,206268.24,309402.37,26.92,17679
221,45,Food,16538,12.0,198464.58,75416.54,123048.04,10.72,19845
222,45,Beverage,18488,9.0,166392.77,36606.41,129786.36,8.99,22185
223,45,Snacks,15894,6.0,95369.95,28610.98,66758.97,5.15,19072
224,45,Combo Meals,16841,18.0,303141.47,106099.51,197041.96,16.37,20209
225,45,Premium Dining,12982,35.0,454402.52,181761.01,272641.51,24.54,15578
226,46,Food,14852,12.0,178225.11,67725.54,110499.57,10.54,17079
227,46,Beverage,16997,9.0,152981.44,33655.92,119325.52,9.04,19546
228,46,Snacks,14219,6.0,85319.39,25595.82,59723.57,5.04,16351
229,46,Combo Meals,15287,18.0,275176.53,96311.79,178864.74,16.27,17580
230,46,Premium Dining,12507,35.0,437745.64,175098.26,262647.38,25.88,14383
231,47,Food,16951,12.0,203415.48,77297.88,126117.6,10.96,20341
232,47,Beverage,19453,9.0,175077.11,38516.96,136560.15,9.44,23343
233,47,Snacks,16744,6.0,100467.17,30140.15,70327.02,5.42,20092
234,47,Combo Meals,16756,18.0,301619.1,105566.68,196052.42,16.26,20107
235,47,Premium Dining,13280,35.0,464800.06,185920.02,278880.04,25.05,15936
236,48,Food,17299,12.0,207590.41,78884.36,128706.05,10.85,20758
237,48,Beverage,21463,9.0,193172.43,42497.93,150674.5,10.1,25755
238,48,Snacks,18094,6.0,108565.0,32569.5,75995.5,5.68,21712
239,48,Combo Meals,17321,18.0,311781.76,109123.62,202658.14,16.3,20785
240,48,Premium Dining,13701,35.0,479558.05,191823.22,287734.83,25.07,16441
241,49,Food,17570,12.0,210840.03,80119.21,130720.82,11.04,21084
242,49,Beverage,20319,9.0,182878.63,40233.3,142645.33,9.58,24382
243,49,Snacks,16504,6.0,99027.78,29708.33,69319.45,5.19,19804
244,49,Combo Meals,17503,18.0,315056.07,110269.62,204786.45,16.5,21003
245,49,Premium Dining,13238,35.0,463341.72,185336.69,278005.03,24.27,15885
246,50,Food,13604,12.0,163259.48,62038.6,101220.88,9.89,14964
247,50,Beverage,15551,9.0,139967.26,30792.8,109174.46,8.48,17106
248,50,Snacks,14466,6.0,86800.49,26040.15,60760.34,5.26,15912
249,50,Combo Meals,13791,18.0,248252.12,86888.24,161363.88,15.03,15170
250,50,Premium Dining,11167,35.0,390872.84,156349.14,234523.7,23.67,12283
251,51,Food,17016,12.0,204201.15,77596.44,126604.71,11.22,19568
252,51,Beverage,17917,9.0,161255.15,35476.13,125779.02,8.86,20604
253,51,Snacks,15738,6.0,94431.19,28329.36,66101.83,5.19,18098
254,51,Combo Meals,15513,18.0,279237.38,97733.08,181504.3,15.35,17839
255,51,Premium Dining,12777,35.0,447223.83,178889.53,268334.3,24.58,14693
256,52,Food,17525,12.0,210302.41,79914.92,130387.49,11.26,21030
257,52,Beverage,19286,9.0,173577.07,38186.96,135390.11,9.3,23143
258,52,Snacks,15820,6.0,94920.55,28476.16,66444.39,5.08,18984
259,52,Combo Meals,16487,18.0,296777.03,103871.96,192905.07,15.89,19784
260,52,Premium Dining,14292,35.0,500232.36,200092.94,300139.42,26.79,17150
261,53,Food,15223,12.0,182682.91,69419.51,113263.4,10.97,16745
262,53,Beverage,18066,9.0,162602.96,35772.65,126830.31,9.76,19872
263,53,Snacks,15247,6.0,91485.82,27445.75,64040.07,5.49,16771
264,53,Combo Meals,14887,18.0,267977.74,93792.21,174185.53,16.09,16375
265,53,Premium Dining,12086,35.0,423020.92,169208.37,253812.55,25.39,13294
266,54,Food,16121,12.0,193454.42,73512.68,119941.74,11.02,18539
267,54,Beverage,17804,9.0,160244.89,35253.88,124991.01,9.13,20474
268,54,Snacks,15063,6.0,90382.17,27114.65,63267.52,5.15,17322
269,54,Combo Meals,15151,18.0,272726.13,95454.15,177271.98,15.53,17423
270,54,Premium Dining,12731,35.0,445594.45,178237.78,267356.67,25.38,14640
271,55,Food,16464,12.0,197573.35,75077.87,122495.48,10.94,18933
272,55,Beverage,18660,9.0,167940.03,36946.81,130993.22,9.3,21459
273,55,Snacks,14513,6.0,87079.22,26123.77,60955.45,4.82,16689
274,55,Combo Meals,16618,18.0,299140.86,104699.3,194441.56,16.56,19110
275,55,Premium Dining,12903,35.0,451614.77,180645.91,270968.86,25.0,14838
276,56,Food,14237,12.0,170852.31,64923.88,105928.43,10.28,15660
277,56,Beverage,15717,9.0,141454.11,31119.9,110334.21,8.51,17288
278,56,Snacks,13259,6.0,79555.48,23866.64,55688.84,4.79,14584
279,56,Combo Meals,14633,18.0,263396.73,92188.86,171207.87,15.85,16096
280,56,Premium Dining,12176,35.0,426173.34,170469.34,255704.0,25.64,13393
281,57,Food,17491,12.0,209902.44,79762.93,130139.51,11.0,20989
282,57,Beverage,20044,9.0,180398.57,39687.69,140710.88,9.45,24052
283,57,Snacks,17202,6.0,103213.5,30964.05,72249.45,5.41,20642
284,57,Combo Meals,18290,18.0,329229.4,115230.29,213999.11,17.25,21948
285,57,Premium Dining,14257,35.0,499000.22,199600.09,299400.13,26.15,17108
286,58,Food,20411,12.0,244942.1,93078.0,151864.1,13.06,24493
287,58,Beverage,22306,9.0,200761.68,44167.57,156594.11,10.71,26767
288,58,Snacks,17041,6.0,102246.28,30673.88,71572.4,5.45,20449
289,58,Combo Meals,18856,18.0,339425.12,118798.79,220626.33,18.1,22627
290,58,Premium Dining,15222,35.0,532804.43,213121.77,319682.66,28.42,18266
291,59,Food,14697,12.0,176372.88,67021.69,109351.19,10.61,16166
292,59,Beverage,16001,9.0,144016.91,31683.72,112333.19,8.66,17601
293,59,Snacks,14622,6.0,87734.68,26320.4,61414.28,5.28,16084
294,59,Combo Meals,14232,18.0,256186.29,89665.2,166521.09,15.41,15655
295,59,Premium Dining,11536,35.0,403785.17,161514.07,242271.1,24.28,12689
296,60,Food,17594,12.0,211132.44,80230.33,130902.11,11.42,21112
297,60,Beverage,19606,9.0,176461.34,38821.49,137639.85,9.55,23527
298,60,Snacks,16589,6.0,99539.55,29861.86,69677.69,5.38,19906
299,60,Combo Meals,17153,18.0,308767.86,108068.75,200699.11,16.7,20583
300,60,Premium Dining,13791,35.0,482696.38,193078.55,289617.83,26.11,16549
301,61,Food,16380,12.0,196566.93,74695.43,121871.5,10.53,19656
302,61,Beverage,18007,9.0,162063.57,35653.99,126409.58,8.68,21608
303,61,Snacks,16167,6.0,97005.14,29101.54,67903.6,5.2,19400
304,61,Combo Meals,18270,18.0,328877.19,115107.02,213770.17,17.62,21924
305,61,Premium Dining,14093,35.0,493284.3,197313.72,295970.58,26.43,16911
306,62,Food,16700,12.0,200411.44,76156.35,124255.09,11.04,19205
307,62,Beverage,18273,9.0,164460.45,36181.3,128279.15,9.06,21013
308,62,Snacks,15186,6.0,91117.26,27335.18,63782.08,5.02,17463
309,62,Combo Meals,16549,18.0,297884.04,104259.41,193624.63,16.41,19031
310,62,Premium Dining,13402,35.0,469094.15,187637.66,281456.49,25.84,15412
311,63,Food,18968,12.0,227618.94,86495.2,141123.74,11.88,22761
312,63,Beverage,20045,9.0,180410.14,39690.23,140719.91,9.42,24054
313,63,Snacks,16546,6.0,99280.82,29784.25,69496.57,5.18,19855
314,63,Combo Meals,17179,18.0,309235.86,108232.55,201003.31,16.14,20614
315,63,Premium Dining,13878,35.0,485756.85,194302.74,291454.11,25.36,16653
316,64,Food,15703,12.0,188447.63,71610.1,116837.53,10.77,18058
317,64,Beverage,17534,9.0,157811.15,34718.45,123092.7,9.02,20164
318,64,Snacks,16273,6.0,97643.86,29293.16,68350.7,5.58,18713
319,64,Combo Meals,16093,18.0,289676.65,101386.83,188289.82,16.55,18506
320,64,Premium Dining,12691,35.0,444211.46,177684.58,266526.88,25.38,14594
321,65,Food,15303,12.0,183644.59,69784.94,113859.65,10.5,17598
322,65,Beverage,18427,9.0,165846.67,36486.27,129360.4,9.48,21191
323,65,Snacks,15110,6.0,90665.22,27199.57,63465.65,5.18,17376
324,65,Combo Meals,15372,18.0,276713.78,96849.82,179863.96,15.82,17677
325,65,Premium Dining,11805,35.0,413178.26,165271.3,247906.96,23.62,13575
326,66,Food,15194,12.0,182329.66,69285.27,113044.39,10.56,17473
327,66,Beverage,18188,9.0,163696.13,36013.15,127682.98,9.48,20916
328,66,Snacks,15189,6.0,91138.17,27341.45,63796.72,5.28,17467
329,66,Combo Meals,14856,18.0,267411.38,93593.98,173817.4,15.48,17084
330,66,Premium Dining,11834,35.0,414215.66,165686.26,248529.4,23.98,13609
331,67,Food,19213,12.0,230562.39,87613.71,142948.68,12.04,23055
332,67,Beverage,20784,9.0,187063.1,41153.88,145909.22,9.77,24940
333,67,Snacks,16591,6.0,99548.53,29864.56,69683.97,5.2,19909
334,67,Combo Meals,18873,18.0,339721.87,118902.65,220819.22,17.73,22647
335,67,Premium Dining,14040,35.0,491425.74,196570.3,294855.44,25.65,16848
336,68,Food,17334,12.0,208008.9,79043.38,128965.52,10.86,20800
337,68,Beverage,19828,9.0,178457.78,39260.71,139197.07,9.32,23793
338,68,Snacks,17792,6.0,106753.92,32026.18,74727.74,5.57,21350
339,68,Combo Meals,17662,18.0,317920.73,111272.26,206648.47,16.6,21194
340,68,Premium Dining,14490,35.0,507182.77,202873.11,304309.66,26.48,17388
341,69,Food,16874,12.0,202491.63,76946.82,125544.81,10.68,20248
342,69,Beverage,20514,9.0,184634.06,40619.49,144014.57,9.73,24616
343,69,Snacks,16869,6.0,101215.87,30364.76,70851.11,5.34,20242
344,69,Combo Meals,16793,18.0,302287.48,105800.62,196486.86,15.94,20151
345,69,Premium Dining,13038,35.0,456332.72,182533.09,273799.63,24.06,15645
346,70,Food,17007,12.0,204086.53,77552.88,126533.65,11.2,20408
347,70,Beverage,19152,9.0,172369.39,37921.27,134448.12,9.46,22982
348,70,Snacks,15802,6.0,94816.76,28445.03,66371.73,5.21,18962
349,70,Combo Meals,16499,18.0,296996.28,103948.7,193047.58,16.3,19798
350,70,Premium Dining,12437,35.0,435305.36,174122.14,261183.22,23.9,14924
351,71,Food,17596,12.0,211160.57,80241.02,130919.55,11.02,21115
352,71,Beverage,19581,9.0,176235.39,38771.79,137463.6,9.2,23497
353,71,Snacks,15844,6.0,95065.83,28519.75,66546.08,4.96,19012
354,71,Combo Meals,17867,18.0,321609.17,112563.21,209045.96,16.79,21440
355,71,Premium Dining,14124,35.0,494354.15,197741.66,296612.49,25.81,16948
356,72,Food,18694,12.0,224335.58,85247.52,139088.06,11.83,22432
357,72,Beverage,20685,9.0,186167.6,40956.87,145210.73,9.82,24822
358,72,Snacks,16104,6.0,96628.79,28988.64,67640.15,5.1,19324
359,72,Combo Meals,17345,18.0,312222.76,109277.97,202944.79,16.47,20814
360,72,Premium Dining,14117,35.0,494102.38,197640.95,296461.43,26.06,16940
361,73,Food,18620,12.0,223445.21,84909.18,138536.03,11.66,22344
