merchandise_id,game_id,category,units_sold,avg_unit_price,gross_revenue,estimated_cost,gross_margin,per_cap_spend,recommended_inventory_units
99,20,Collectibles,1286,45.0,57890.98,21998.57,35892.41,3.46,1414
100,20,Game-Day Specials,2611,20.0,52231.29,15669.39,36561.9,3.12,2872
101,21,Jerseys,1102,110.0,121279.79,50937.51,70342.28,7.71,1212
102,21,Hats,2672,32.0,85524.43,29933.55,55590.88,5.44,2939
103,21,T-Shirts,3327,28.0,93171.51,29814.88,63356.63,5.92,3659
104,21,Collectibles,1173,45.0,52802.33,20064.89,32737.44,3.36,1290
105,21,Game-Day Specials,2452,20.0,49043.17,14712.95,34330.22,3.12,2697
106,22,Jerseys,1391,110.0,153050.98,64281.41,88769.57,7.8,1669
107,22,Hats,3730,32.0,119382.64,41783.92,77598.72,6.08,4476
108,22,T-Shirts,4479,28.0,125414.68,40132.7,85281.98,6.39,5374
109,22,Collectibles,1714,45.0,77150.14,29317.05,47833.09,3.93,2056
110,22,Game-Day Specials,3566,20.0,71334.44,21400.33,49934.11,3.64,4279
111,23,Jerseys,1078,110.0,118669.42,49841.16,68828.26,7.25,1185
112,23,Hats,3015,32.0,96506.5,33777.28,62729.22,5.89,3316
113,23,T-Shirts,3428,28.0,95993.84,30718.03,65275.81,5.86,3770
114,23,Collectibles,1377,45.0,61967.85,23547.78,38420.07,3.78,1514
115,23,Game-Day Specials,2588,20.0,51775.18,15532.55,36242.63,3.16,2846
116,24,Jerseys,1402,110.0,154289.16,64801.45,89487.71,8.19,1682
117,24,Hats,3581,32.0,114617.86,40116.25,74501.61,6.08,4297
118,24,T-Shirts,4193,28.0,117422.77,37575.29,79847.48,6.23,5031
119,24,Collectibles,1481,45.0,66674.15,25336.18,41337.97,3.54,1777
120,24,Game-Day Specials,3136,20.0,62727.64,18818.29,43909.35,3.33,3763
121,25,Jerseys,1319,110.0,145128.15,60953.82,84174.33,7.95,1516
122,25,Hats,3195,32.0,102271.21,35794.92,66476.29,5.6,3674
123,25,T-Shirts,3965,28.0,111030.52,35529.77,75500.75,6.08,4559
124,25,Collectibles,1509,45.0,67909.61,25805.65,42103.96,3.72,1735
125,25,Game-Day Specials,2983,20.0,59667.74,17900.32,41767.42,3.27,3430
126,26,Jerseys,1196,110.0,131588.87,55267.33,76321.54,7.67,1315
127,26,Hats,3122,32.0,99923.86,34973.35,64950.51,5.83,3434
128,26,T-Shirts,3761,28.0,105311.2,33699.58,71611.62,6.14,4137
129,26,Collectibles,1347,45.0,60624.29,23037.23,37587.06,3.53,1481
130,26,Game-Day Specials,2810,20.0,56219.75,16865.92,39353.83,3.28,3091
131,27,Jerseys,1132,110.0,124614.75,52338.2,72276.55,7.59,1245
132,27,Hats,3022,32.0,96727.51,33854.63,62872.88,5.89,3324
133,27,T-Shirts,3662,28.0,102555.47,32817.75,69737.72,6.25,4028
134,27,Collectibles,1292,45.0,58154.33,22098.65,36055.68,3.54,1421
135,27,Game-Day Specials,2774,20.0,55486.61,16645.98,38840.63,3.38,3051
136,28,Jerseys,1393,110.0,153263.06,64370.49,88892.57,7.81,1671
137,28,Hats,3614,32.0,115679.69,40487.89,75191.8,5.9,4336
138,28,T-Shirts,4555,28.0,127562.94,40820.14,86742.8,6.5,5466
139,28,Collectibles,1588,45.0,71491.08,27166.61,44324.47,3.64,1905
140,28,Game-Day Specials,3358,20.0,67171.28,20151.38,47019.9,3.42,4029
141,29,Jerseys,1106,110.0,121721.96,51123.22,70598.74,7.5,1216
142,29,Hats,2710,32.0,86737.74,30358.21,56379.53,5.34,2981
143,29,T-Shirts,3553,28.0,99499.22,31839.75,67659.47,6.13,3908
144,29,Collectibles,1253,45.0,56418.83,21439.16,34979.67,3.48,1378
145,29,Game-Day Specials,2705,20.0,54111.5,16233.45,37878.05,3.33,2975
146,30,Jerseys,1101,110.0,121179.65,50895.45,70284.2,7.79,1211
147,30,Hats,2730,32.0,87380.25,30583.09,56797.16,5.62,3003
148,30,T-Shirts,3109,28.0,87075.61,27864.2,59211.41,5.6,3419
149,30,Collectibles,1207,45.0,54351.9,20653.72,33698.18,3.49,1327
150,30,Game-Day Specials,2547,20.0,50940.26,15282.08,35658.18,3.27,2801
151,31,Jerseys,1060,110.0,116630.04,48984.62,67645.42,7.79,1166
152,31,Hats,2517,32.0,80548.81,28192.08,52356.73,5.38,2768
153,31,T-Shirts,3204,28.0,89737.4,28715.97,61021.43,6.0,3524
154,31,Collectibles,1216,45.0,54735.22,20799.38,33935.84,3.66,1337
155,31,Game-Day Specials,2467,20.0,49346.41,14803.92,34542.49,3.3,2713
156,32,Jerseys,1319,110.0,145163.15,60968.52,84194.63,7.92,1516
157,32,Hats,3481,32.0,111407.95,38992.78,72415.17,6.08,4003
158,32,T-Shirts,4341,28.0,121562.69,38900.06,82662.63,6.63,4992
159,32,Collectibles,1564,45.0,70424.73,26761.4,43663.33,3.84,1798
160,32,Game-Day Specials,3006,20.0,60132.73,18039.82,42092.91,3.28,3456
161,33,Jerseys,1189,110.0,130812.25,54941.14,75871.11,7.62,1307
162,33,Hats,3035,32.0,97151.2,34002.92,63148.28,5.66,3338
163,33,T-Shirts,3807,28.0,106600.94,34112.3,72488.64,6.21,4187
164,33,Collectibles,1349,45.0,60728.13,23076.69,37651.44,3.54,1483
165,33,Game-Day Specials,2910,20.0,58203.74,17461.12,40742.62,3.39,3201
166,34,Jerseys,1420,110.0,156219.14,65612.04,90607.1,7.96,1704
167,34,Hats,3478,32.0,111311.79,38959.13,72352.66,5.67,4173
168,34,T-Shirts,4588,28.0,128472.46,41111.19,87361.27,6.55,5505
169,34,Collectibles,1710,45.0,76971.56,29249.19,47722.37,3.92,2052
170,34,Game-Day Specials,3245,20.0,64919.73,19475.92,45443.81,3.31,3894
171,35,Jerseys,1232,110.0,135570.09,56939.44,78630.65,7.46,1416
172,35,Hats,3419,32.0,109412.74,38294.46,71118.28,6.02,3931
173,35,T-Shirts,4280,28.0,119841.31,38349.22,81492.09,6.59,4922
174,35,Collectibles,1549,45.0,69711.77,26490.47,43221.3,3.84,1781
175,35,Game-Day Specials,3127,20.0,62541.49,18762.45,43779.04,3.44,3596
176,36,Jerseys,1376,110.0,151405.07,63590.13,87814.94,8.13,1582
177,36,Hats,3346,32.0,107077.28,37477.05,69600.23,5.75,3847
178,36,T-Shirts,4393,28.0,123004.2,39361.34,83642.86,6.61,5051
179,36,Collectibles,1546,45.0,69612.14,26452.61,43159.53,3.74,1777
180,36,Game-Day Specials,3299,20.0,65998.5,19799.55,46198.95,3.54,3793
181,37,Jerseys,1029,110.0,113278.05,47576.78,65701.27,7.0,1131
182,37,Hats,2809,32.0,89918.16,31471.36,58446.8,5.56,3089
183,37,T-Shirts,3536,28.0,99022.4,31687.17,67335.23,6.12,3889
184,37,Collectibles,1307,45.0,58833.88,22356.87,36477.01,3.64,1437
185,37,Game-Day Specials,2498,20.0,49965.54,14989.66,34975.88,3.09,2747
186,38,Jerseys,1432,110.0,157541.46,66167.41,91374.05,8.18,1718
187,38,Hats,3605,32.0,115379.31,40382.76,74996.55,5.99,4326
188,38,T-Shirts,4347,28.0,121723.76,38951.6,82772.16,6.32,5216
189,38,Collectibles,1589,45.0,71511.63,27174.42,44337.21,3.71,1906
190,38,Game-Day Specials,3407,20.0,68150.97,20445.29,47705.68,3.54,4088
191,39,Jerseys,1498,110.0,164869.43,69245.16,95624.27,8.4,1797
192,39,Hats,3522,32.0,112724.6,39453.61,73270.99,5.75,4226
193,39,T-Shirts,4679,28.0,131032.09,41930.27,89101.82,6.68,5614
194,39,Collectibles,1704,45.0,76724.03,29155.13,47568.9,3.91,2044
195,39,Game-Day Specials,3294,20.0,65892.95,19767.88,46125.07,3.36,3952
196,40,Jerseys,1151,110.0,126679.2,53205.26,73473.94,7.81,1266
197,40,Hats,2672,32.0,85511.25,29928.94,55582.31,5.27,2939
198,40,T-Shirts,3611,28.0,101132.07,32362.26,68769.81,6.23,3972
199,40,Collectibles,1325,45.0,59631.61,22660.01,36971.6,3.68,1457
200,40,Game-Day Specials,2509,20.0,50188.67,15056.6,35132.07,3.09,2759
201,41,Jerseys,1161,110.0,127783.22,53668.95,74114.27,7.56,1277
202,41,Hats,2934,32.0,93915.39,32870.39,61045.0,5.56,3227
203,41,T-Shirts,3738,28.0,104677.49,33496.8,71180.69,6.2,4111
204,41,Collectibles,1371,45.0,61730.25,23457.5,38272.75,3.65,1508
205,41,Game-Day Specials,2631,20.0,52631.21,15789.36,36841.85,3.12,2894
206,42,Jerseys,1530,110.0,168352.74,70708.15,97644.59,8.79,1836
207,42,Hats,3583,32.0,114684.45,40139.56,74544.89,5.99,4299
208,42,T-Shirts,4663,28.0,130567.16,41781.49,88785.67,6.82,5595
209,42,Collectibles,1770,45.0,79676.94,30277.24,49399.7,4.16,2124
210,42,Game-Day Specials,3291,20.0,65825.89,19747.77,46078.12,3.44,3949
211,43,Jerseys,1352,110.0,148815.99,62502.72,86313.27,8.39,1554
212,43,Hats,3396,32.0,108682.42,38038.85,70643.57,6.13,3905
213,43,T-Shirts,3997,28.0,111943.4,35821.89,76121.51,6.31,4596
214,43,Collectibles,1520,45.0,68410.29,25995.91,42414.38,3.86,1747
215,43,Game-Day Specials,3165,20.0,63314.72,18994.42,44320.3,3.57,3639
216,44,Jerseys,1648,110.0,181381.97,76180.43,105201.54,9.47,1977
217,44,Hats,4632,32.0,148249.94,51887.48,96362.46,7.74,5558
218,44,T-Shirts,5269,28.0,147541.32,47213.22,100328.1,7.7,6322
219,44,Collectibles,1907,45.0,85828.18,32614.71,53213.47,4.48,2288
220,44,Game-Day Specials,4097,20.0,81952.11,24585.63,57366.48,4.28,4916
221,45,Jerseys,1612,110.0,177351.62,74487.68,102863.94,9.58,1934
222,45,Hats,3781,32.0,121010.29,42353.6,78656.69,6.54,4537
223,45,T-Shirts,4719,28.0,132152.23,42288.71,89863.52,7.14,5662
224,45,Collectibles,1798,45.0,80925.41,30751.66,50173.75,4.37,2157
225,45,Game-Day Specials,3717,20.0,74344.03,22303.21,52040.82,4.02,4460
226,46,Jerseys,1260,110.0,138664.88,58239.25,80425.63,8.2,1449
227,46,Hats,3215,32.0,102902.07,36015.72,66886.35,6.08,3697
228,46,T-Shirts,3889,28.0,108907.35,34850.35,74057.0,6.44,4472
229,46,Collectibles,1361,45.0,61281.7,23287.05,37994.65,3.62,1565
230,46,Game-Day Specials,2984,20.0,59686.87,17906.06,41780.81,3.53,3431
231,47,Jerseys,1424,110.0,156685.55,65807.93,90877.62,8.45,1708
232,47,Hats,3507,32.0,112237.37,39283.08,72954.29,6.05,4208
233,47,T-Shirts,4509,28.0,126260.13,40403.24,85856.89,6.81,5410
234,47,Collectibles,1609,45.0,72440.54,27527.41,44913.13,3.9,1930
235,47,Game-Day Specials,3094,20.0,61892.17,18567.65,43324.52,3.34,3712
236,48,Jerseys,1599,110.0,175930.84,73890.95,102039.89,9.2,1918
237,48,Hats,4156,32.0,133017.7,46556.2,86461.5,6.96,4987
238,48,T-Shirts,5206,28.0,145794.52,46654.25,99140.27,7.62,6247
239,48,Collectibles,1960,45.0,88228.67,33526.89,54701.78,4.61,2352
240,48,Game-Day Specials,3792,20.0,75849.96,22754.99,53094.97,3.97,4550
241,49,Jerseys,1439,110.0,158344.31,66504.61,91839.7,8.29,1726
242,49,Hats,3702,32.0,118489.4,41471.29,77018.11,6.21,4442
243,49,T-Shirts,4501,28.0,126030.88,40329.88,85701.0,6.6,5401
244,49,Collectibles,1686,45.0,75891.39,28838.73,47052.66,3.97,2023
245,49,Game-Day Specials,3319,20.0,66388.6,19916.58,46472.02,3.48,3982
246,50,Jerseys,1241,110.0,136542.17,57347.71,79194.46,8.27,1365
247,50,Hats,2997,32.0,95911.17,33568.91,62342.26,5.81,3296
248,50,T-Shirts,3666,28.0,102648.2,32847.42,69800.78,6.22,4032
249,50,Collectibles,1303,45.0,58636.49,22281.87,36354.62,3.55,1433
250,50,Game-Day Specials,2723,20.0,54466.74,16340.02,38126.72,3.3,2995
251,51,Jerseys,1341,110.0,147556.52,61973.74,85582.78,8.11,1542
252,51,Hats,3328,32.0,106517.35,37281.07,69236.28,5.85,3827
253,51,T-Shirts,4075,28.0,114107.16,36514.29,77592.87,6.27,4686
254,51,Collectibles,1598,45.0,71926.02,27331.89,44594.13,3.95,1837
255,51,Game-Day Specials,3203,20.0,64074.39,19222.32,44852.07,3.52,3683
256,52,Jerseys,1439,110.0,158302.04,66486.86,91815.18,8.48,1726
257,52,Hats,3455,32.0,110566.09,38698.13,71867.96,5.92,4146
258,52,T-Shirts,4458,28.0,124844.45,39950.22,84894.23,6.69,5349
259,52,Collectibles,1663,45.0,74839.99,28439.2,46400.79,4.01,1995
260,52,Game-Day Specials,3165,20.0,63302.68,18990.8,44311.88,3.39,3798
261,53,Jerseys,1237,110.0,136114.68,57168.17,78946.51,8.17,1360
262,53,Hats,3211,32.0,102773.63,35970.77,66802.86,6.17,3532
263,53,T-Shirts,3950,28.0,110615.64,35397.0,75218.64,6.64,4345
264,53,Collectibles,1493,45.0,67185.18,25530.37,41654.81,4.03,1642
265,53,Game-Day Specials,2931,20.0,58621.32,17586.4,41034.92,3.52,3224
266,54,Jerseys,1223,110.0,134570.55,56519.63,78050.92,7.66,1406
267,54,Hats,3181,32.0,101803.56,35631.25,66172.31,5.8,3658
268,54,T-Shirts,3979,28.0,111413.07,35652.18,75760.89,6.34,4575
269,54,Collectibles,1578,45.0,71044.84,26997.04,44047.8,4.05,1814
270,54,Game-Day Specials,3174,20.0,63498.52,19049.56,44448.96,3.62,3650
271,55,Jerseys,1349,110.0,148433.48,62342.06,86091.42,8.22,1551
272,55,Hats,3447,32.0,110306.13,38607.15,71698.98,6.11,3964
273,55,T-Shirts,4309,28.0,120665.26,38612.88,82052.38,6.68,4955
274,55,Collectibles,1574,45.0,70873.47,26931.92,43941.55,3.92,1810
275,55,Game-Day Specials,3126,20.0,62525.08,18757.52,43767.56,3.46,3594
276,56,Jerseys,1238,110.0,136259.4,57228.95,79030.45,8.2,1361
277,56,Hats,3147,32.0,100722.54,35252.89,65469.65,6.06,3461
278,56,T-Shirts,3803,28.0,106506.91,34082.21,72424.7,6.41,4183
279,56,Collectibles,1356,45.0,61052.97,23200.13,37852.84,3.67,1491
280,56,Game-Day Specials,2904,20.0,58097.04,17429.11,40667.93,3.5,3194
281,57,Jerseys,1373,110.0,151049.65,63440.85,87608.8,7.92,1647
282,57,Hats,3652,32.0,116892.62,40912.42,75980.2,6.13,4382
283,57,T-Shirts,4669,28.0,130753.35,41841.07,88912.28,6.85,5602
284,57,Collectibles,1633,45.0,73494.62,27927.96,45566.66,3.85,1959
285,57,Game-Day Specials,3292,20.0,65848.5,19754.55,46093.95,3.45,3950
286,58,Jerseys,1404,110.0,154538.54,64906.19,89632.35,8.24,1684
287,58,Hats,3723,32.0,119165.33,41707.87,77457.46,6.36,4467
288,58,T-Shirts,4230,28.0,118447.02,37903.05,80543.97,6.32,5076
289,58,Collectibles,1614,45.0,72654.97,27608.89,45046.08,3.88,1936
290,58,Game-Day Specials,3399,20.0,67998.95,20399.68,47599.27,3.63,4078
291,59,Jerseys,1186,110.0,130487.74,54804.85,75682.89,7.85,1304
292,59,Hats,3153,32.0,100896.14,35313.65,65582.49,6.07,3468
293,59,T-Shirts,3589,28.0,100506.61,32162.12,68344.49,6.04,3947
294,59,Collectibles,1374,45.0,61871.13,23511.03,38360.1,3.72,1511
295,59,Game-Day Specials,2958,20.0,59171.96,17751.59,41420.37,3.56,3253
296,60,Jerseys,1433,110.0,157637.44,66207.72,91429.72,8.53,1719
297,60,Hats,3463,32.0,110817.3,38786.06,72031.24,5.99,4155
298,60,T-Shirts,4487,28.0,125659.07,40210.9,85448.17,6.8,5384
299,60,Collectibles,1550,45.0,69780.03,26516.41,43263.62,3.77,1860
300,60,Game-Day Specials,3091,20.0,61838.22,18551.47,43286.75,3.34,3709
301,61,Jerseys,1319,110.0,145171.26,60971.93,84199.33,7.78,1582
302,61,Hats,3515,32.0,112495.67,39373.48,73122.19,6.03,4218
303,61,T-Shirts,4423,28.0,123844.28,39630.17,84214.11,6.64,5307
304,61,Collectibles,1545,45.0,69553.13,26430.19,43122.94,3.73,1854
305,61,Game-Day Specials,3226,20.0,64526.06,19357.82,45168.24,3.46,3871
306,62,Jerseys,1475,110.0,162302.37,68167.0,94135.37,8.94,1696
307,62,Hats,3678,32.0,117716.3,41200.7,76515.6,6.48,4229
308,62,T-Shirts,4721,28.0,132210.74,42307.44,89903.3,7.28,5429
309,62,Collectibles,1751,45.0,78817.83,29950.78,48867.05,4.34,2013
310,62,Game-Day Specials,3465,20.0,69313.73,20794.12,48519.61,3.82,3984
311,63,Jerseys,1590,110.0,174917.95,73465.54,101452.41,9.13,1908
312,63,Hats,4197,32.0,134316.98,47010.94,87306.04,7.01,5036
313,63,T-Shirts,4928,28.0,137984.64,44155.08,93829.56,7.2,5913
314,63,Collectibles,1901,45.0,85576.81,32519.19,53057.62,4.47,2281
315,63,Game-Day Specials,3712,20.0,74257.46,22277.24,51980.22,3.88,4454
316,64,Jerseys,1335,110.0,146923.5,61707.87,85215.63,8.39,1535
317,64,Hats,3362,32.0,107596.93,37658.93,69938.0,6.15,3866
318,64,T-Shirts,3872,28.0,108427.97,34696.95,73731.02,6.19,4452
319,64,Collectibles,1414,45.0,63669.21,24194.3,39474.91,3.64,1626
320,64,Game-Day Specials,2849,20.0,56994.01,17098.2,39895.81,3.26,3276
321,65,Jerseys,1344,110.0,147925.83,62128.85,85796.98,8.46,1545
322,65,Hats,3337,32.0,106810.3,37383.6,69426.7,6.11,3837
323,65,T-Shirts,4114,28.0,115202.8,36864.9,78337.9,6.59,4731
324,65,Collectibles,1447,45.0,65133.32,24750.66,40382.66,3.72,1664
325,65,Game-Day Specials,3046,20.0,60929.54,18278.86,42650.68,3.48,3502
326,66,Jerseys,1216,110.0,133795.39,56194.06,77601.33,7.75,1398
327,66,Hats,3105,32.0,99388.48,34785.97,64602.51,5.75,3570
328,66,T-Shirts,4121,28.0,115396.96,36927.03,78469.93,6.68,4739
329,66,Collectibles,1408,45.0,63389.33,24087.95,39301.38,3.67,1619
330,66,Game-Day Specials,2865,20.0,57304.22,17191.27,40112.95,3.32,3294
331,67,Jerseys,1491,110.0,164028.78,68892.09,95136.69,8.56,1789
332,67,Hats,3716,32.0,118925.5,41623.92,77301.58,6.21,4459
333,67,T-Shirts,4361,28.0,122121.4,39078.85,83042.55,6.38,5233
334,67,Collectibles,1759,45.0,79198.6,30095.47,49103.13,4.13,2110
335,67,Game-Day Specials,3534,20.0,70694.02,21208.21,49485.81,3.69,4240
336,68,Jerseys,1424,110.0,156695.64,65812.17,90883.47,8.18,1708
337,68,Hats,3723,32.0,119154.33,41704.02,77450.31,6.22,4467
338,68,T-Shirts,4435,28.0,124203.31,39745.06,84458.25,6.48,5322
339,68,Collectibles,1627,45.0,73242.43,27832.12,45410.31,3.82,1952
340,68,Game-Day Specials,3359,20.0,67180.29,20154.09,47026.2,3.51,4030
341,69,Jerseys,1411,110.0,155295.95,65224.3,90071.65,8.19,1693
342,69,Hats,3556,32.0,113801.25,39830.44,73970.81,6.0,4267
343,69,T-Shirts,4447,28.0,124540.63,39853.0,84687.63,6.57,5336
344,69,Collectibles,1693,45.0,76212.72,28960.83,47251.89,4.02,2031
345,69,Game-Day Specials,3458,20.0,69168.8,20750.64,48418.16,3.65,4149
346,70,Jerseys,1335,110.0,146917.71,61705.44,85212.27,8.07,1602
347,70,Hats,3544,32.0,113434.87,39702.2,73732.67,6.23,4252
348,70,T-Shirts,4290,28.0,120141.22,38445.19,81696.03,6.6,5148
349,70,Collectibles,1634,45.0,73574.74,27958.4,45616.34,4.04,1960
350,70,Game-Day Specials,3074,20.0,61481.77,18444.53,43037.24,3.38,3688
351,71,Jerseys,1694,110.0,186434.49,78302.49,108132.0,9.73,2032
352,71,Hats,4319,32.0,138218.86,48376.6,89842.26,7.22,5182
