game_id,season,game_date,home_team_id,away_team_id,home_team_name,away_team_name,home_team_abbr,away_team_abbr,day_of_week,month,is_weekend,is_holiday_period,rivalry_flag,nationally_televised_flag,home_team_win_pct_entering_game,away_team_win_pct_entering_game,home_team_recent_form,away_team_recent_form,home_score,away_score,home_win_flag
23,2019,2019-12-21,1,11,Atlanta Hawks,Houston Rockets,ATL,HOU,Saturday,12,True,True,False,False,0.4577,0.3688,0.4,0.5,112,111,1
24,2019,2020-01-10,1,27,Atlanta Hawks,San Antonio Spurs,ATL,SAS,Friday,1,True,True,False,False,0.4577,0.4034,0.6,0.5,105,104,1
25,2019,2020-01-30,1,24,Atlanta Hawks,Phoenix Suns,ATL,PHX,Thursday,1,False,True,False,False,0.4577,0.5354,0.6,0.5,95,114,0
26,2019,2020-02-19,1,9,Atlanta Hawks,Detroit Pistons,ATL,DET,Wednesday,2,False,False,False,False,0.4577,0.2436,0.4,0.5,96,97,0
27,2019,2020-03-10,1,30,Atlanta Hawks,Washington Wizards,ATL,WAS,Tuesday,3,False,False,False,False,0.4577,0.3273,0.4,0.5,118,117,1
28,2019,2020-03-29,1,3,Atlanta Hawks,Brooklyn Nets,ATL,BKN,Sunday,3,True,False,False,False,0.4577,0.4405,0.6,0.5,106,107,0
29,2019,2019-10-17,1,25,Atlanta Hawks,Portland Trail Blazers,ATL,POR,Thursday,10,False,False,False,False,0.4577,0.4416,0.4,0.5,101,97,1
30,2019,2019-11-06,1,22,Atlanta Hawks,Orlando Magic,ATL,ORL,Wednesday,11,False,False,False,False,0.4577,0.23,0.4,1.0,107,106,1
31,2019,2019-11-26,1,6,Atlanta Hawks,Cleveland Cavaliers,ATL,CLE,Tuesday,11,False,False,False,False,0.4577,0.4111,0.6,1.0,106,105,1
32,2019,2019-12-15,1,28,Atlanta Hawks,Toronto Raptors,ATL,TOR,Sunday,12,True,True,False,False,0.4577,0.3985,0.8,0.0,126,138,0
33,2019,2020-01-04,1,16,Atlanta Hawks,Miami Heat,ATL,MIA,Saturday,1,True,True,False,True,0.4577,0.4774,0.6,1.0,108,100,1
34,2019,2020-01-24,1,29,Atlanta Hawks,Utah Jazz,ATL,UTA,Friday,1,True,True,False,False,0.4577,0.289,0.8,1.0,120,132,0
35,2019,2020-02-13,1,6,Atlanta Hawks,Cleveland Cavaliers,ATL,CLE,Thursday,2,False,False,False,False,0.4577,0.4111,0.6,0.5,102,101,1
36,2019,2020-03-04,1,16,Atlanta Hawks,Miami Heat,ATL,MIA,Wednesday,3,False,False,False,True,0.4577,0.4774,0.6,0.5,114,113,1
37,2019,2020-03-24,1,22,Atlanta Hawks,Orlando Magic,ATL,ORL,Tuesday,3,False,False,False,False,0.4577,0.23,0.6,0.5,106,92,1
38,2019,2020-04-12,1,16,Atlanta Hawks,Miami Heat,ATL,MIA,Sunday,4,True,False,False,True,0.4577,0.4774,0.8,0.3333,104,86,1
39,2019,2019-10-31,1,14,Atlanta Hawks,LA Lakers,ATL,LAL,Thursday,10,False,False,False,True,0.4577,0.5395,0.8,1.0,102,82,1
40,2019,2019-11-20,1,6,Atlanta Hawks,Cleveland Cavaliers,ATL,CLE,Wednesday,11,False,False,False,False,0.4577,0.4111,1.0,0.3333,124,123,1
41,2019,2019-12-10,1,13,Atlanta Hawks,LA Clippers,ATL,LAC,Tuesday,12,False,True,False,False,0.4577,0.4439,1.0,0.0,106,105,1
42,2019,2019-12-29,2,10,Boston Celtics,Golden State Warriors,BOS,GSW,Sunday,12,True,True,False,True,0.5598,0.5413,1.0,0.0,106,107,0
43,2019,2020-01-18,2,3,Boston Celtics,Brooklyn Nets,BOS,BKN,Saturday,1,True,True,False,True,0.5598,0.4405,0.5,1.0,97,96,1
44,2019,2020-02-07,2,23,Boston Celtics,Philadelphia 76ers,BOS,PHI,Friday,2,True,False,True,True,0.5598,0.5327,0.6667,1.0,114,115,0
45,2019,2020-02-27,2,16,Boston Celtics,Miami Heat,BOS,MIA,Thursday,2,False,False,True,True,0.5598,0.4774,0.5,0.25,96,97,0
46,2019,2020-03-18,2,28,Boston Celtics,Toronto Raptors,BOS,TOR,Wednesday,3,False,False,False,True,0.5598,0.3985,0.4,0.5,114,113,1
47,2019,2020-04-07,2,15,Boston Celtics,Memphis Grizzlies,BOS,MEM,Tuesday,4,False,False,False,True,0.5598,0.3819,0.4,0.0,106,105,1
48,2019,2019-10-25,2,20,Boston Celtics,New York Knicks,BOS,NYK,Friday,10,True,False,True,True,0.5598,0.4467,0.6,1.0,113,112,1
49,2019,2019-11-14,2,26,Boston Celtics,Sacramento Kings,BOS,SAC,Thursday,11,False,False,False,True,0.5598,0.3553,0.6,0.0,105,99,1
50,2019,2019-12-04,2,19,Boston Celtics,New Orleans Pelicans,BOS,NOP,Wednesday,12,False,True,False,True,0.5598,0.3828,0.8,0.0,116,104,1
51,2019,2019-12-24,2,9,Boston Celtics,Detroit Pistons,BOS,DET,Tuesday,12,False,True,False,True,0.5598,0.2436,1.0,1.0,128,129,0
52,2019,2020-01-12,2,7,Boston Celtics,Dallas Mavericks,BOS,DAL,Sunday,1,True,True,False,True,0.5598,0.3923,0.8,0.0,106,93,1
53,2019,2020-02-01,2,24,Boston Celtics,Phoenix Suns,BOS,PHX,Saturday,2,True,False,False,True,0.5598,0.5354,0.8,1.0,96,95,1
54,2019,2020-02-21,2,1,Boston Celtics,Atlanta Hawks,BOS,ATL,Friday,2,True,False,False,True,0.5598,0.4577,0.8,1.0,119,118,1
55,2019,2020-03-12,2,13,Boston Celtics,LA Clippers,BOS,LAC,Thursday,3,False,False,False,True,0.5598,0.4439,0.8,0.0,129,128,1
56,2019,2020-04-01,2,21,Boston Celtics,Oklahoma City Thunder,BOS,OKC,Wednesday,4,False,False,False,True,0.5598,0.3523,0.8,0.0,127,122,1
57,2019,2019-10-19,2,29,Boston Celtics,Utah Jazz,BOS,UTA,Saturday,10,True,False,False,True,0.5598,0.289,1.0,1.0,128,147,0
58,2019,2019-11-08,2,11,Boston Celtics,Houston Rockets,BOS,HOU,Friday,11,True,False,False,True,0.5598,0.3688,0.8,0.0,110,111,0
59,2019,2019-11-28,2,27,Boston Celtics,San Antonio Spurs,BOS,SAS,Thursday,11,False,False,False,True,0.5598,0.4034,0.6,0.0,111,110,1
60,2019,2019-12-18,2,22,Boston Celtics,Orlando Magic,BOS,ORL,Wednesday,12,False,True,False,True,0.5598,0.23,0.6,0.3333,103,102,1
61,2019,2020-01-07,2,8,Boston Celtics,Denver Nuggets,BOS,DEN,Tuesday,1,False,True,False,True,0.5598,0.4047,0.6,1.0,121,120,1
62,2019,2020-01-26,2,17,Boston Celtics,Milwaukee Bucks,BOS,MIL,Sunday,1,True,True,True,True,0.5598,0.4297,0.6,0.0,107,115,0
63,2019,2020-02-15,2,6,Boston Celtics,Cleveland Cavaliers,BOS,CLE,Saturday,2,True,False,True,True,0.5598,0.4111,0.6,0.25,113,94,1
64,2019,2020-03-06,2,18,Boston Celtics,Minnesota Timberwolves,BOS,MIN,Friday,3,True,False,False,True,0.5598,0.2567,0.8,1.0,108,107,1
65,2019,2020-03-26,2,12,Boston Celtics,Indiana Pacers,BOS,IND,Thursday,3,False,False,False,True,0.5598,0.4468,0.8,0.0,105,101,1
66,2019,2020-04-15,2,5,Boston Celtics,Chicago Bulls,BOS,CHI,Wednesday,4,False,False,False,True,0.5598,0.4117,0.8,0.0,98,111,0
67,2019,2019-11-02,2,25,Boston Celtics,Portland Trail Blazers,BOS,POR,Saturday,11,True,False,False,True,0.5598,0.4416,0.6,0.0,100,95,1
68,2019,2019-11-22,2,14,Boston Celtics,LA Lakers,BOS,LAL,Friday,11,True,False,False,True,0.5598,0.5395,0.8,0.5,99,98,1
69,2019,2019-12-12,2,30,Boston Celtics,Washington Wizards,BOS,WAS,Thursday,12,False,True,False,True,0.5598,0.3273,0.8,0.0,110,109,1
70,2019,2020-01-01,2,4,Boston Celtics,Charlotte Hornets,BOS,CHA,Wednesday,1,False,True,False,True,0.5598,0.3371,0.8,1.0,124,125,0
71,2019,2020-01-21,2,20,Boston Celtics,New York Knicks,BOS,NYK,Tuesday,1,False,True,True,True,0.5598,0.4467,0.6,0.5,95,83,1
72,2019,2020-02-09,2,4,Boston Celtics,Charlotte Hornets,BOS,CHA,Sunday,2,True,False,False,True,0.5598,0.3371,0.8,1.0,122,127,0
73,2019,2020-02-29,2,23,Boston Celtics,Philadelphia 76ers,BOS,PHI,Saturday,2,True,False,True,True,0.5598,0.5327,0.6,1.0,124,123,1
74,2019,2020-03-20,2,14,Boston Celtics,LA Lakers,BOS,LAL,Friday,3,True,False,False,True,0.5598,0.5395,0.6,0.3333,124,123,1
75,2019,2020-04-09,2,24,Boston Celtics,Phoenix Suns,BOS,PHX,Thursday,4,False,False,False,True,0.5598,0.5354,0.6,0.5,111,112,0
76,2019,2019-10-27,2,3,Boston Celtics,Brooklyn Nets,BOS,BKN,Sunday,10,True,False,False,True,0.5598,0.4405,0.6,0.5,111,110,1
77,2019,2019-11-16,2,7,Boston Celtics,Dallas Mavericks,BOS,DAL,Saturday,11,True,False,False,True,0.5598,0.3923,0.6,0.0,105,104,1
78,2019,2019-12-06,2,16,Boston Celtics,Miami Heat,BOS,MIA,Friday,12,True,True,True,True,0.5598,0.4774,0.8,0.4,126,109,1
79,2019,2019-12-26,2,7,Boston Celtics,Dallas Mavericks,BOS,DAL,Thursday,12,False,True,False,True,0.5598,0.3923,0.8,0.0,98,94,1
80,2019,2020-01-15,2,11,Boston Celtics,Houston Rockets,BOS,HOU,Wednesday,1,False,True,False,True,0.5598,0.3688,0.8,0.5,97,82,1
81,2019,2020-02-04,2,21,Boston Celtics,Oklahoma City Thunder,BOS,OKC,Tuesday,2,False,False,False,True,0.5598,0.3523,1.0,0.0,101,102,0
82,2019,2020-02-23,2,6,Boston Celtics,Cleveland Cavaliers,BOS,CLE,Sunday,2,True,False,True,True,0.5598,0.4111,0.8,0.2,103,85,1
83,2019,2020-03-14,3,23,Brooklyn Nets,Philadelphia 76ers,BKN,PHI,Saturday,3,True,False,False,True,0.4405,0.5327,0.3333,0.6667,106,96,1
84,2019,2020-04-03,3,21,Brooklyn Nets,Oklahoma City Thunder,BKN,OKC,Friday,4,True,False,False,False,0.4405,0.3523,0.5,0.3333,109,110,0
85,2019,2019-10-22,3,25,Brooklyn Nets,Portland Trail Blazers,BKN,POR,Tuesday,10,False,False,False,False,0.4405,0.4416,0.4,0.0,96,113,0
86,2019,2019-11-10,3,24,Brooklyn Nets,Phoenix Suns,BKN,PHX,Sunday,11,True,False,False,False,0.4405,0.5354,0.2,0.6667,121,105,1
87,2019,2019-11-30,3,17,Brooklyn Nets,Milwaukee Bucks,BKN,MIL,Saturday,11,True,False,False,False,0.4405,0.4297,0.4,0.5,111,110,1
88,2019,2019-12-20,3,5,Brooklyn Nets,Chicago Bulls,BKN,CHI,Friday,12,True,True,False,True,0.4405,0.4117,0.6,0.5,101,100,1
89,2019,2020-01-09,3,4,Brooklyn Nets,Charlotte Hornets,BKN,CHA,Thursday,1,False,True,False,False,0.4405,0.3371,0.6,1.0,98,110,0
90,2019,2020-01-29,3,2,Brooklyn Nets,Boston Celtics,BKN,BOS,Wednesday,1,False,True,False,True,0.4405,0.5598,0.6,0.8,100,99,1
91,2019,2020-02-18,3,30,Brooklyn Nets,Washington Wizards,BKN,WAS,Tuesday,2,False,False,False,False,0.4405,0.3273,0.8,0.0,102,98,1
92,2019,2020-03-08,3,10,Brooklyn Nets,Golden State Warriors,BKN,GSW,Sunday,3,True,False,False,True,0.4405,0.5413,0.8,0.5,111,110,1
93,2019,2020-03-28,3,26,Brooklyn Nets,Sacramento Kings,BKN,SAC,Saturday,3,True,False,False,False,0.4405,0.3553,0.8,0.0,127,139,0
94,2019,2019-10-16,3,19,Brooklyn Nets,New Orleans Pelicans,BKN,NOP,Wednesday,10,False,False,False,False,0.4405,0.3828,0.6,0.0,123,122,1
95,2019,2019-11-05,3,18,Brooklyn Nets,Minnesota Timberwolves,BKN,MIN,Tuesday,11,False,False,False,False,0.4405,0.2567,0.8,0.5,113,112,1
96,2019,2019-11-24,3,1,Brooklyn Nets,Atlanta Hawks,BKN,ATL,Sunday,11,True,False,False,False,0.4405,0.4577,0.8,0.8,128,129,0
97,2019,2019-12-14,3,29,Brooklyn Nets,Utah Jazz,BKN,UTA,Saturday,12,True,True,False,False,0.4405,0.289,0.6,1.0,122,121,1
98,2019,2020-01-03,3,9,Brooklyn Nets,Detroit Pistons,BKN,DET,Friday,1,True,True,False,False,0.4405,0.2436,0.6,1.0,117,109,1
99,2019,2020-01-23,3,27,Brooklyn Nets,San Antonio Spurs,BKN,SAS,Thursday,1,False,True,False,False,0.4405,0.4034,0.8,0.0,129,113,1
100,2019,2020-02-12,3,11,Brooklyn Nets,Houston Rockets,BKN,HOU,Wednesday,2,False,False,False,False,0.4405,0.3688,0.8,0.3333,96,99,0
101,2019,2020-03-03,3,12,Brooklyn Nets,Indiana Pacers,BKN,IND,Tuesday,3,False,False,False,False,0.4405,0.4468,0.6,0.0,118,114,1
102,2019,2020-03-22,3,8,Brooklyn Nets,Denver Nuggets,BKN,DEN,Sunday,3,True,False,False,False,0.4405,0.4047,0.8,0.5,123,122,1
103,2019,2020-04-11,3,22,Brooklyn Nets,Orlando Magic,BKN,ORL,Saturday,4,True,False,False,False,0.4405,0.23,0.8,0.25,123,140,0
104,2019,2019-10-30,3,7,Brooklyn Nets,Dallas Mavericks,BKN,DAL,Wednesday,10,False,False,False,False,0.4405,0.3923,0.6,0.0,122,115,1
105,2019,2019-11-19,3,20,Brooklyn Nets,New York Knicks,BKN,NYK,Tuesday,11,False,False,False,True,0.4405,0.4467,0.6,0.3333,128,127,1
106,2019,2019-12-08,3,13,Brooklyn Nets,LA Clippers,BKN,LAC,Sunday,12,True,True,False,False,0.4405,0.4439,0.8,0.0,105,104,1
107,2019,2019-12-28,3,15,Brooklyn Nets,Memphis Grizzlies,BKN,MEM,Saturday,12,True,True,False,False,0.4405,0.3819,0.8,0.0,107,99,1
108,2019,2020-01-17,3,16,Brooklyn Nets,Miami Heat,BKN,MIA,Friday,1,True,True,False,True,0.4405,0.4774,0.8,0.2,97,92,1
109,2019,2020-02-06,3,6,Brooklyn Nets,Cleveland Cavaliers,BKN,CLE,Thursday,2,False,False,False,False,0.4405,0.4111,1.0,0.0,105,91,1
110,2019,2020-02-26,3,28,Brooklyn Nets,Toronto Raptors,BKN,TOR,Wednesday,2,False,False,False,False,0.4405,0.3985,1.0,0.3333,128,129,0
111,2019,2020-03-17,3,14,Brooklyn Nets,LA Lakers,BKN,LAL,Tuesday,3,False,False,False,True,0.4405,0.5395,0.8,0.25,122,121,1
112,2019,2020-04-05,3,5,Brooklyn Nets,Chicago Bulls,BKN,CHI,Sunday,4,True,False,False,True,0.4405,0.4117,0.8,0.3333,113,114,0
113,2019,2019-10-24,3,10,Brooklyn Nets,Golden State Warriors,BKN,GSW,Thursday,10,False,False,False,True,0.4405,0.5413,0.6,0.3333,128,145,0
114,2019,2019-11-13,3,9,Brooklyn Nets,Detroit Pistons,BKN,DET,Wednesday,11,False,False,False,False,0.4405,0.2436,0.4,0.6667,98,104,0
115,2019,2019-12-03,3,21,Brooklyn Nets,Oklahoma City Thunder,BKN,OKC,Tuesday,12,False,True,False,False,0.4405,0.3523,0.2,0.5,117,116,1
116,2019,2019-12-22,3,23,Brooklyn Nets,Philadelphia 76ers,BKN,PHI,Sunday,12,True,True,False,True,0.4405,0.5327,0.4,0.5,98,97,1
117,2019,2020-01-11,3,23,Brooklyn Nets,Philadelphia 76ers,BKN,PHI,Saturday,1,True,True,False,True,0.4405,0.5327,0.4,0.4,129,130,0
118,2019,2020-01-31,3,29,Brooklyn Nets,Utah Jazz,BKN,UTA,Friday,1,True,True,False,False,0.4405,0.289,0.4,0.75,127,126,1
119,2019,2020-02-20,3,24,Brooklyn Nets,Phoenix Suns,BKN,PHX,Thursday,2,False,False,False,False,0.4405,0.5354,0.6,0.5,97,98,0
120,2019,2020-03-11,3,11,Brooklyn Nets,Houston Rockets,BKN,HOU,Wednesday,3,False,False,False,False,0.4405,0.3688,0.6,0.5,100,114,0
121,2019,2020-03-31,3,5,Brooklyn Nets,Chicago Bulls,BKN,CHI,Tuesday,3,False,False,False,True,0.4405,0.4117,0.4,0.5,102,100,1
122,2019,2019-10-18,3,19,Brooklyn Nets,New Orleans Pelicans,BKN,NOP,Friday,10,True,False,False,False,0.4405,0.3828,0.4,0.0,114,113,1
123,2019,2019-11-07,3,28,Brooklyn Nets,Toronto Raptors,BKN,TOR,Thursday,11,False,False,False,False,0.4405,0.3985,0.6,0.5,125,124,1
124,2019,2019-11-27,4,15,Charlotte Hornets,Memphis Grizzlies,CHA,MEM,Wednesday,11,False,False,False,False,0.3371,0.3819,1.0,0.0,124,123,1
125,2019,2019-12-17,4,7,Charlotte Hornets,Dallas Mavericks,CHA,DAL,Tuesday,12,False,True,False,False,0.3371,0.3923,1.0,0.0,118,104,1
126,2019,2020-01-05,4,21,Charlotte Hornets,Oklahoma City Thunder,CHA,OKC,Sunday,1,True,True,False,False,0.3371,0.3523,1.0,0.4,100,101,0
127,2019,2020-01-25,4,16,Charlotte Hornets,Miami Heat,CHA,MIA,Saturday,1,True,True,False,True,0.3371,0.4774,0.8,0.2,103,121,0
128,2019,2020-02-14,4,17,Charlotte Hornets,Milwaukee Bucks,CHA,MIL,Friday,2,True,False,False,False,0.3371,0.4297,0.6,0.3333,122,136,0
129,2019,2020-03-05,4,29,Charlotte Hornets,Utah Jazz,CHA,UTA,Thursday,3,False,False,False,False,0.3371,0.289,0.4,0.6,127,126,1
130,2019,2020-03-25,4,13,Charlotte Hornets,LA Clippers,CHA,LAC,Wednesday,3,False,False,False,False,0.3371,0.4439,0.4,0.0,115,116,0
131,2019,2020-04-14,4,24,Charlotte Hornets,Phoenix Suns,CHA,PHX,Tuesday,4,False,False,False,False,0.3371,0.5354,0.2,0.6,108,107,1
132,2019,2019-11-01,4,12,Charlotte Hornets,Indiana Pacers,CHA,IND,Friday,11,True,False,False,False,0.3371,0.4468,0.4,0.0,103,102,1
133,2019,2019-11-21,4,8,Charlotte Hornets,Denver Nuggets,CHA,DEN,Thursday,11,False,False,False,False,0.3371,0.4047,0.6,0.3333,120,124,0
134,2019,2019-12-11,4,26,Charlotte Hornets,Sacramento Kings,CHA,SAC,Wednesday,12,False,True,False,False,0.3371,0.3553,0.6,0.3333,127,121,1
135,2019,2019-12-31,4,11,Charlotte Hornets,Houston Rockets,CHA,HOU,Tuesday,12,False,True,False,False,0.3371,0.3688,0.6,0.6,99,83,1
136,2019,2020-01-19,4,1,Charlotte Hornets,Atlanta Hawks,CHA,ATL,Sunday,1,True,True,False,False,0.3371,0.4577,0.8,0.8,102,115,0
137,2019,2020-02-08,4,20,Charlotte Hornets,New York Knicks,CHA,NYK,Saturday,2,True,False,False,True,0.3371,0.4467,0.6,0.25,119,111,1
138,2019,2020-02-28,4,9,Charlotte Hornets,Detroit Pistons,CHA,DET,Friday,2,True,False,False,False,0.3371,0.2436,0.6,0.75,97,98,0
139,2019,2020-03-19,4,30,Charlotte Hornets,Washington Wizards,CHA,WAS,Thursday,3,False,False,False,False,0.3371,0.3273,0.6,0.0,112,110,1
140,2019,2020-04-08,4,2,Charlotte Hornets,Boston Celtics,CHA,BOS,Wednesday,4,False,False,False,True,0.3371,0.5598,0.6,0.6,115,116,0
141,2019,2019-10-26,4,25,Charlotte Hornets,Portland Trail Blazers,CHA,POR,Saturday,10,True,False,False,False,0.3371,0.4416,0.4,0.3333,98,99,0
142,2019,2019-11-15,4,6,Charlotte Hornets,Cleveland Cavaliers,CHA,CLE,Friday,11,True,False,False,False,0.3371,0.4111,0.4,0.0,99,100,0
143,2019,2019-12-05,4,22,Charlotte Hornets,Orlando Magic,CHA,ORL,Thursday,12,False,True,False,False,0.3371,0.23,0.2,0.4,128,127,1
144,2019,2019-12-25,4,19,Charlotte Hornets,New Orleans Pelicans,CHA,NOP,Wednesday,12,False,True,False,False,0.3371,0.3828,0.4,0.0,110,95,1
145,2019,2020-01-14,4,18,Charlotte Hornets,Minnesota Timberwolves,CHA,MIN,Tuesday,1,False,True,False,False,0.3371,0.2567,0.4,0.3333,112,105,1
146,2019,2020-02-02,4,3,Charlotte Hornets,Brooklyn Nets,CHA,BKN,Sunday,2,True,False,False,False,0.3371,0.4405,0.6,0.6,112,111,1
147,2019,2020-02-22,4,23,Charlotte Hornets,Philadelphia 76ers,CHA,PHI,Saturday,2,True,False,False,True,0.3371,0.5327,0.8,0.4,102,101,1
148,2019,2020-03-13,4,5,Charlotte Hornets,Chicago Bulls,CHA,CHI,Friday,3,True,False,False,True,0.3371,0.4117,1.0,0.4,103,104,0
149,2019,2020-04-02,4,27,Charlotte Hornets,San Antonio Spurs,CHA,SAS,Thursday,4,False,False,False,False,0.3371,0.4034,0.8,0.0,129,143,0
150,2019,2019-10-20,4,28,Charlotte Hornets,Toronto Raptors,CHA,TOR,Sunday,10,True,False,False,False,0.3371,0.3985,0.6,0.4,107,108,0
151,2019,2019-11-09,4,14,Charlotte Hornets,LA Lakers,CHA,LAL,Saturday,11,True,False,False,True,0.3371,0.5395,0.4,0.2,107,88,1
152,2019,2019-11-29,4,10,Charlotte Hornets,Golden State Warriors,CHA,GSW,Friday,11,True,False,False,True,0.3371,0.5413,0.4,0.5,107,126,0
153,2019,2019-12-19,4,1,Charlotte Hornets,Atlanta Hawks,CHA,ATL,Thursday,12,False,True,False,False,0.3371,0.4577,0.2,0.8,118,119,0
154,2019,2020-01-08,4,29,Charlotte Hornets,Utah Jazz,CHA,UTA,Wednesday,1,False,True,False,False,0.3371,0.289,0.2,0.4,114,115,0
155,2019,2020-01-28,4,29,Charlotte Hornets,Utah Jazz,CHA,UTA,Tuesday,1,False,True,False,False,0.3371,0.289,0.2,0.4,108,109,0
156,2019,2020-02-16,4,8,Charlotte Hornets,Denver Nuggets,CHA,DEN,Sunday,2,True,False,False,False,0.3371,0.4047,0.2,0.5,121,134,0
157,2019,2020-03-07,4,1,Charlotte Hornets,Atlanta Hawks,CHA,ATL,Saturday,3,True,False,False,False,0.3371,0.4577,0.0,0.8,104,86,1
158,2019,2020-03-27,4,5,Charlotte Hornets,Chicago Bulls,CHA,CHI,Friday,3,True,False,False,True,0.3371,0.4117,0.2,0.6,127,128,0
159,2019,2019-10-15,4,2,Charlotte Hornets,Boston Celtics,CHA,BOS,Tuesday,10,False,False,False,True,0.3371,0.5598,0.2,0.6,97,113,0
160,2019,2019-11-03,4,26,Charlotte Hornets,Sacramento Kings,CHA,SAC,Sunday,11,True,False,False,False,0.3371,0.3553,0.2,0.25,119,120,0
161,2019,2019-11-23,4,27,Charlotte Hornets,San Antonio Spurs,CHA,SAS,Saturday,11,True,False,False,False,0.3371,0.4034,0.2,0.25,129,111,1
162,2019,2019-12-13,4,6,Charlotte Hornets,Cleveland Cavaliers,CHA,CLE,Friday,12,True,True,False,False,0.3371,0.4111,0.4,0.2,105,106,0
163,2019,2020-01-02,4,23,Charlotte Hornets,Philadelphia 76ers,CHA,PHI,Thursday,1,False,True,False,True,0.3371,0.5327,0.2,0.2,112,103,1
164,2019,2020-01-22,4,7,Charlotte Hornets,Dallas Mavericks,CHA,DAL,Wednesday,1,False,True,False,False,0.3371,0.3923,0.4,0.0,101,102,0
165,2019,2020-02-11,5,11,Chicago Bulls,Houston Rockets,CHI,HOU,Tuesday,2,False,False,False,True,0.4117,0.3688,0.6,0.6,99,107,0
166,2019,2020-03-01,5,23,Chicago Bulls,Philadelphia 76ers,CHI,PHI,Sunday,3,True,False,False,True,0.4117,0.5327,0.6,0.2,99,118,0
167,2019,2020-03-21,5,18,Chicago Bulls,Minnesota Timberwolves,CHI,MIN,Saturday,3,True,False,False,True,0.4117,0.2567,0.4,0.25,107,124,0
